Source,Target,Weight,Type,Energy,t,j,f,fe
61,6540,0.000562934791512,directed,None,None,2.04790155424e-49,1.22467087966e-37,3.21966984955e-50
580,578,0.0583272487494,directed,None,None,1.22651534491e-50,2.4968724317e-39,1.92826267762e-51
600,397,0.0276883029452,directed,None,None,1.03505015689e-48,2.14037341309e-37,1.08403803508e-44
472,875,0.0644072292911,directed,None,None,-7.75730934739e-45,6.6312957503e-41,9.42572657285e-42
876,3,0.0475432450913,directed,None,None,1.78127203795e-42,4.61730672957e-38,1.25214160869e-42
877,878,0.131587601981,directed,None,None,-2.73406510327e-43,4.01395750409e-40,8.05921926517e-42
581,1737,0.000933148580207,directed,None,None,1.71027992063e-45,4.27296536732e-34,2.30030371378e-45
133,6557,0.000101298874348,directed,None,None,1.86647969138e-43,3.51148015067e-40,1.93366907399e-52
581,6575,6.63572422569e-05,directed,None,None,9.87035302658e-47,3.03855360281e-35,1.55179675019e-47
160,578,1.31092116976e-05,directed,None,None,9.6872401569e-51,2.07844770087e-39,1.52297674994e-51
3,6585,0.00267294076631,directed,None,None,3.01538410046e-41,6.66141725309e-38,3.12392680996e-50
16,3945,0.0861459227988,directed,None,None,-2.72122727982e-45,9.6185289603e-41,2.27592688635e-47
874,580,6.46678300723e-09,directed,None,None,-7.29714395766e-52,1.96903688562e-40,6.68529084982e-45
580,160,0.0209243618432,directed,None,None,2.22656897868e-52,8.95729926536e-40,3.50047695995e-53
46,879,0.0862898972534,directed,None,None,5.14553128523e-49,1.57029273472e-37,7.63844636561e-43
1363,50,0.130237520504,directed,None,None,9.67725246332e-40,1.44808229474e-36,1.00255830052e-48
3978,6614,1.36869239246e-08,directed,None,None,3.72515472167e-48,7.29048377993e-45,3.85924971872e-57
3983,3982,0.0465552140856,directed,None,None,3.81732038986e-43,1.71255535369e-38,3.9547295944e-52
647,3983,0.00446043563857,directed,None,None,5.56747648594e-42,1.46262747553e-38,5.76788867319e-51
3978,3982,0.145851526653,directed,None,None,3.6882208424e-41,7.76893475262e-38,3.82098481291e-50
4010,1364,0.00113470048451,directed,None,None,1.29582612268e-42,3.35141813418e-39,1.3424724268e-51
120,1364,0.00250956681144,directed,None,None,7.34287237584e-43,8.48013035084e-39,7.60719230195e-52
582,1489,0.000997161927908,directed,None,None,-2.55705885486e-44,6.81670619188e-33,7.2244939029e-44
157,6724,0.000100130514665,directed,None,None,6.28355436999e-44,5.16141893095e-40,6.50965233997e-53
157,62,0.153623615796,directed,None,None,9.1821833498e-41,7.91882316259e-37,1.03294551834e-42
120,268,0.00271217481426,directed,None,None,-6.52140425748e-42,9.16476734325e-39,7.54262464476e-44
4010,6783,0.0621236139759,directed,None,None,1.31350602077e-41,1.83486487652e-37,1.36078801334e-50
133,583,0.00271216680355,directed,None,None,3.3772052483e-42,9.40160486213e-39,7.85574196179e-44
268,6797,0.00712401712452,directed,None,None,2.13928573197e-41,2.79116849221e-38,2.21627582067e-50
4138,392,0.135074078606,directed,None,None,6.28508635596e-42,5.63926378942e-37,7.72413591421e-44
6810,584,7.46252272406e-06,directed,None,None,1.39607096419e-43,2.71397428859e-38,1.44632353954e-52
1297,583,0.0115960288237,directed,None,None,-7.98379947169e-41,3.35584689368e-37,3.96514641483e-43
1365,268,0.0263422362308,directed,None,None,-1.25854597287e-42,3.86313914033e-39,3.26312059541e-46
577,585,5.05017463106e-07,directed,None,None,-2.82704253583e-46,8.16867527487e-43,6.42448843371e-46
1366,586,0.0262911035159,directed,None,None,-3.42113882892e-49,4.1419391919e-39,7.54905014027e-46
6827,1366,0.15843585788,directed,None,None,3.0056552027e-42,2.26916207206e-38,3.11382558766e-51
1365,1366,0.147074815735,directed,None,None,4.52116222878e-42,2.15688019895e-38,7.5490969791e-46
158,587,0.00278655969302,directed,None,None,3.66887854453e-42,9.30316750988e-38,1.99813547254e-43
6831,587,0.0154576565744,directed,None,None,3.02554789338e-41,2.11320682235e-37,3.13442796205e-50
584,1367,0.000901857193485,directed,None,None,1.47204829953e-42,1.27186416549e-38,1.52501590759e-51
6837,1368,0.00101038053468,directed,None,None,1.9579228835e-43,8.30452791627e-40,2.02837321056e-52
83,4322,0.00806149509462,directed,None,None,5.43477625828e-41,2.45706149424e-37,5.63035692105e-50
202,472,4.76646608969e-06,directed,None,None,-5.54173450048e-54,9.52401587771e-42,9.52401582768e-42
573,1354,0.0122502750712,directed,None,None,2.83557071997e-43,1.42562261793e-39,2.93760094664e-52
1369,6849,0.126823112662,directed,None,None,3.22799227828e-42,1.53994678535e-38,3.34414207144e-51
573,1369,0.148241800375,directed,None,None,7.23985641188e-42,1.72516014791e-38,7.50036338181e-51
573,6855,0.13115410343,directed,None,None,1.20484244083e-41,1.52630251319e-38,1.24819541411e-50
4199,1369,0.000844549350107,directed,None,None,2.86530811395e-43,1.47881917819e-39,2.9684113442e-52
866,6857,0.115088497472,directed,None,None,3.06982345103e-42,1.68502603803e-38,3.18028300983e-51
587,4206,0.000934237377965,directed,None,None,-1.33904961172e-41,2.44810548338e-38,9.62292765929e-44
6870,109,0.0601720357068,directed,None,None,8.35031647338e-37,3.50382378904e-44,9.81842555714e-57
1370,1402,4.36945809183e-05,directed,None,None,8.34187931138e-39,6.15230743436e-46,9.80850367639e-59
1370,109,0.154015522669,directed,None,None,3.26797761022e-35,2.16857748767e-42,3.8425361339e-55
290,1370,1.69984623534e-14,directed,None,None,7.91798527071e-46,7.2793215483e-53,9.31008479903e-66
290,390,4.39296428952e-05,directed,None,None,4.14227449252e-36,1.88121719182e-43,4.8705479206e-56
1371,4258,0.00295006282857,directed,None,None,2.548434367e-42,9.03517029053e-39,2.64017259854e-51
4260,371,0.138495552439,directed,None,None,3.31643134644e-49,2.33637465413e-37,9.07694322975e-43
1371,133,0.156129103486,directed,None,None,-1.53116117207e-40,4.78177286138e-37,1.08662056096e-43
21,880,0.0415883684109,directed,None,None,3.91834229516e-40,3.07774611969e-36,4.05937559628e-49
3,6904,2.09353040379e-06,directed,None,None,1.10259348764e-44,5.21742933006e-41,1.14228324269e-53
1307,584,0.00702514732146,directed,None,None,6.12458841739e-42,1.47904649378e-38,6.34496518918e-51
214,881,0.000134676460795,directed,None,None,-1.62463706817e-49,3.35963263024e-38,2.85128393432e-42
4296,666,3.97984904778e-05,directed,None,None,1.80525077264e-38,7.83566918623e-46,2.12264073318e-58
4299,4296,5.18351722544e-12,directed,None,None,7.26547758417e-48,3.12285649684e-55,8.54285526512e-68
589,161,0.136285276602,directed,None,None,6.13534295746e-37,5.44205723461e-44,7.21403046086e-57
6921,161,0.00311016317735,directed,None,None,1.96734877509e-39,5.63738982285e-47,2.31323757313e-59
6700,589,0.146581062882,directed,None,None,1.02525399023e-36,6.19763614635e-44,1.20550890678e-56
217,4463,0.0357891568771,directed,None,None,2.33458284127e-33,4.52840462357e-41,2.74503576274e-53
217,5124,4.8214705667e-08,directed,None,None,1.37325427816e-39,6.10061021599e-47,1.61469233368e-59
4299,6258,0.0566641376829,directed,None,None,1.18619130278e-38,3.41378185515e-45,1.3947424149e-58
764,1372,0.15457396255,directed,None,None,5.11780296954e-37,8.55184891912e-45,6.01758770946e-57
591,590,1.11585191439e-05,directed,None,None,7.80732582925e-36,3.92993468388e-43,9.17997433237e-56
6856,1373,2.14575079191e-07,directed,None,None,9.53600047473e-35,9.42106908173e-42,1.12125853665e-54
2264,2265,0.00016602585731,directed,None,None,4.66277153854e-37,4.74831232762e-44,5.48255424749e-57
1373,1025,0.153086951939,directed,None,None,1.29289582055e-32,2.88877557627e-40,1.52020596483e-52
590,2264,0.142292614234,directed,None,None,6.80064624253e-34,4.50715223035e-41,7.99629584097e-54
828,591,0.0001057312958,directed,None,None,1.38610297168e-32,4.86090668808e-39,1.62979356258e-52
828,882,1.08881777067e-05,directed,None,None,5.86086789641e-33,5.00574739342e-40,6.89128945547e-53
591,398,0.000432882200428,directed,None,None,6.67940685721e-34,1.52457396144e-41,7.85374398539e-54
1374,398,1.878265962e-14,directed,None,None,1.89328174825e-44,5.80189693171e-52,2.22614744559e-64
272,96,0.00447672488628,directed,None,None,1.32943360126e-36,3.06615032016e-44,1.56316747259e-56
398,96,0.138206093734,directed,None,None,2.24005509571e-34,1.53255616221e-41,2.63389121635e-54
4812,96,0.0253841825895,directed,None,None,3.55303159238e-33,7.34950758599e-40,4.17770033138e-53
4858,1375,0.00637302669878,directed,None,None,4.19572757455e-40,2.47969286765e-47,4.93339848339e-60
4983,390,0.142031206383,directed,None,None,4.13058646381e-39,2.49408287867e-46,4.85680438528e-59
592,273,2.15043705216e-07,directed,None,None,1.91507178885e-36,3.3271217676e-44,2.25176939408e-56
5916,96,0.00157828216778,directed,None,None,1.02948408529e-33,1.73394673786e-41,1.21048251172e-53
593,2265,5.24889436731e-12,directed,None,None,8.60035128882e-50,2.18953353124e-56,1.01124255354e-69
6084,31,0.00584914875138,directed,None,None,5.52090207318e-34,2.90610188088e-41,6.49155332234e-54
398,292,9.35041420251e-06,directed,None,None,1.62125636063e-38,1.03685984591e-45,1.90629827553e-58
828,399,2.10605854122e-07,directed,None,None,1.2726085513e-34,9.68242559692e-42,1.49635202713e-54
399,1630,0.141718038291,directed,None,None,6.99967506854e-33,2.99644831448e-40,8.23031705998e-53
293,594,2.50308500438e-06,directed,None,None,5.66814691055e-37,1.83916008891e-44,6.66469135634e-57
6300,1378,0.15388766324,directed,None,None,3.99319850558e-35,8.28913079675e-43,4.69526035988e-55
294,1379,2.53399283394e-05,directed,None,None,3.80443923486e-37,7.9628549054e-45,4.4733142593e-57
2268,1375,1.87756490989e-14,directed,None,None,8.34596439268e-45,5.75458552015e-52,9.81330979101e-65
591,1374,0.139095562495,directed,None,None,5.47665404136e-32,4.89882634404e-39,6.4395323995e-52
590,294,0.15780576456,directed,None,None,1.21767623092e-34,4.99853493822e-41,1.43176646307e-54
400,1379,9.17195886402e-05,directed,None,None,3.18797152257e-40,6.59437017236e-47,3.74846082775e-60
678,400,0.123711855582,directed,None,None,6.76899137926e-36,1.12189388325e-43,7.95907999266e-56
31,2269,5.2083358334e-12,directed,None,None,4.42691088038e-45,7.32562867744e-51,5.20529126903e-65
595,590,0.000102151986375,directed,None,None,1.71845886489e-34,4.35403386955e-41,2.02058816866e-54
31,96,0.000960392500183,directed,None,None,3.35700523608e-35,1.35081128905e-42,3.94721502964e-55
595,2269,0.141474893775,directed,None,None,1.08636103406e-30,6.03009790656e-38,1.27735893698e-50
294,6740,0.00693881913311,directed,None,None,4.77648583721e-35,2.18046433406e-42,5.61626195375e-55
6814,590,0.0408888203823,directed,None,None,8.65358705649e-37,4.5641635859e-44,1.0175014056e-56
884,5,0.0478776738861,directed,None,None,-3.85587311027e-39,1.3670196432e-35,3.83946763374e-45
66,5,0.154057473686,directed,None,None,-6.31096399457e-37,2.72129894682e-33,2.43734064708e-42
66,596,0.000427737150356,directed,None,None,-3.75708086789e-39,7.55562602015e-36,3.45148258116e-45
2272,885,4.00938295024e-05,directed,None,None,5.37559363747e-36,5.23270682536e-43,6.32069328142e-56
886,1381,1.76304639946e-14,directed,None,None,2.06885886938e-44,1.52158701846e-51,2.4325944705e-64
1382,2273,0.0422726842329,directed,None,None,1.45245116423e-31,3.51201316098e-39,1.70781364584e-51
2272,2273,0.0748741735094,directed,None,None,2.80495462823e-32,9.77194255646e-40,3.29810649448e-52
592,161,0.000129801600903,directed,None,None,1.13319308458e-33,2.00826958129e-41,1.33242523422e-53
886,1382,0.149216698571,directed,None,None,7.51469088198e-32,1.28780610398e-38,8.83587399696e-52
336,97,0.143102833646,directed,None,None,5.42261146e-34,1.17108026804e-41,6.37598570561e-54
161,4525,0.0366584787534,directed,None,None,2.35681474552e-34,4.42562102373e-41,2.771178401e-54
4529,66,0.00444484410101,directed,None,None,1.88252397515e-39,2.13182099154e-35,1.95024123745e-48
887,596,0.108659989212,directed,None,None,-4.2539707936e-40,8.94830790529e-37,3.73659833735e-46
98,15,0.00172580673513,directed,None,None,2.20263974926e-41,4.94069705771e-37,7.34726449822e-44
1383,98,0.113729260353,directed,None,None,-2.35343172539e-40,2.4954955352e-36,4.70805832699e-45
336,889,0.144849439963,directed,None,None,3.1137504555e-34,1.18537359921e-41,3.66119404604e-54
667,1384,0.106367626887,directed,None,None,2.51757685675e-37,6.66578031666e-44,2.96020085653e-57
597,400,2.77585642725e-05,directed,None,None,2.6200480513e-36,7.82085515117e-44,3.08069058663e-56
1385,401,0.10864726946,directed,None,None,6.5807521212e-43,2.01994764345e-38,3.24049675686e-48
596,401,0.00128909658635,directed,None,None,-6.78810871407e-42,2.03016247293e-37,9.86773764376e-48
4611,402,0.135101305636,directed,None,None,5.22122910976e-38,5.54901972421e-34,5.4090451678e-47
1386,402,0.0129664756158,directed,None,None,2.46903096639e-41,1.59993277514e-37,2.55784900052e-50
1387,598,0.00342865145275,directed,None,None,1.49303064555e-36,4.41998062588e-33,1.54673829241e-45
98,219,0.00493729440468,directed,None,None,2.72659049994e-40,1.41346510253e-36,3.40605081234e-45
219,5,0.00156769293472,directed,None,None,8.91765673544e-40,3.64967203181e-36,5.91744836898e-43
2275,219,0.11056254269,directed,None,None,-1.0962778276e-40,1.82671822801e-35,4.56510300581e-51
890,386,0.114772458969,directed,None,None,2.83421372525e-41,2.7548608776e-36,6.93810285529e-44
98,890,0.013244600935,directed,None,None,1.94884007465e-39,3.79170851162e-36,6.3540411084e-44
891,1388,0.00135401941181,directed,None,None,3.00075642837e-33,1.40372790696e-40,3.52833515907e-53
403,666,9.03455208611e-06,directed,None,None,1.50314618196e-36,8.1890523306e-44,1.76742239155e-56
218,599,0.102425433425,directed,None,None,1.73745466993e-33,3.67726394735e-41,2.04292431294e-53
99,403,0.142251356387,directed,None,None,3.05542778901e-32,1.08297902882e-39,3.59261582027e-52
220,2277,0.00119254035681,directed,None,None,5.1553472073e-33,1.41302362828e-40,6.06173363983e-53
1388,2277,0.15412535197,directed,None,None,4.12803993551e-32,7.69705367455e-39,4.85381331774e-52
2278,1388,0.0325717745524,directed,None,None,2.37875387821e-32,6.11478105982e-39,2.79697235127e-52
290,403,0.0734019400775,directed,None,None,6.05463344646e-34,3.14332151336e-40,7.11912947787e-54
2278,599,0.0707151822369,directed,None,None,1.93540066727e-31,1.32755388039e-38,2.2756718948e-51
2280,2281,0.000161111500111,directed,None,None,4.29055886466e-37,1.3523934999e-44,5.04490125115e-57
893,2282,0.0374401852513,directed,None,None,1.12722487936e-33,8.00148539491e-41,1.32540866003e-53
2280,2283,0.132510089535,directed,None,None,1.3527350217e-34,1.11230907561e-41,1.59056661153e-54
218,221,0.0693717941505,directed,None,None,1.07893336737e-33,2.49057669627e-41,1.26862588591e-53
99,4856,0.0357855582276,directed,None,None,4.23935719342e-33,2.72440348404e-40,4.98469896124e-53
2282,2284,0.0235337035979,directed,None,None,1.43920181475e-34,2.66473525084e-41,1.69222952292e-54
2283,2279,0.0432842870587,directed,None,None,1.73217403706e-34,6.13548391214e-42,2.03671573505e-54
4867,221,0.0307320898119,directed,None,None,3.73350230133e-34,1.30068305066e-41,4.38990540127e-54
2284,2281,0.148140371387,directed,None,None,3.64364751315e-33,5.35960160285e-40,4.28425428385e-53
2286,2285,0.00435910165377,directed,None,None,6.34161122155e-35,1.16440194153e-42,7.45655925741e-55
295,2285,0.0381251824549,directed,None,None,3.92992887672e-33,8.78081848295e-41,4.6208676349e-53
2286,4943,0.124610793918,directed,None,None,8.04587312229e-35,3.32859983312e-41,9.46045185395e-55
295,894,1.73832693277e-14,directed,None,None,1.59679717085e-45,4.00363546555e-53,1.877536809e-65
1390,100,0.121629398573,directed,None,None,1.5279786481e-39,5.94943270881e-46,1.7966183909e-59
1391,2287,0.00277855456169,directed,None,None,3.91847735769e-33,1.44096513881e-40,4.60740401688e-53
4991,222,0.00449224721272,directed,None,None,6.61471242359e-33,1.22473908395e-40,7.777675838e-53
100,5009,0.141045355428,directed,None,None,5.94228235964e-35,4.36432076412e-42,6.98702108654e-55
162,894,0.0160884209886,directed,None,None,1.11296700532e-35,4.15042547154e-43,1.30864255004e-55
895,891,0.0289939439889,directed,None,None,7.95024915478e-32,4.18486394857e-39,9.34802118455e-52
100,162,0.11883288985,directed,None,None,1.05545479626e-34,3.6770076339e-42,1.24101890992e-54
891,2287,0.0706733202371,directed,None,None,2.46006517345e-31,7.32678653121e-39,2.89258080646e-51
1391,599,0.12211979615,directed,None,None,1.63370157858e-31,6.33316226491e-39,1.92092983487e-51
100,5071,0.111027512155,directed,None,None,1.95538870526e-34,3.43548835916e-42,2.29917451591e-54
896,943,0.116302183856,directed,None,None,7.57752144584e-38,3.81676010038e-44,3.66823891302e-44
30,1392,0.0474725741308,directed,None,None,4.47284310399e-40,5.53687046231e-44,8.50766893213e-57
30,445,1.95555979423e-06,directed,None,None,6.10267662189e-44,2.28082876486e-48,2.23140197405e-48
5107,295,5.23229072966e-12,directed,None,None,1.59146600754e-46,3.51143668494e-53,1.87126778877e-66
2288,5111,0.00281067747548,directed,None,None,3.62117720395e-33,1.0331669105e-40,4.25783285451e-53
933,1393,0.102428697192,directed,None,None,6.81838151355e-34,2.70659999361e-41,8.01715289897e-54
1394,2288,0.032572319243,directed,None,None,8.5333742864e-32,4.50075882627e-39,1.00336720122e-51
894,109,0.027800318502,directed,None,None,4.12427473527e-37,2.09996719529e-43,4.84940133681e-57
1394,1393,0.0707131753329,directed,None,None,3.89702097114e-31,9.77096367128e-39,4.58217457873e-51
17,30,0.00175844800925,directed,None,None,-4.46919622473e-40,1.48268479212e-43,4.90873098934e-44
17,1395,1.911706659e-06,directed,None,None,9.06288413347e-43,1.61190912406e-46,1.56097971622e-46
2289,2290,2.5886974554e-06,directed,None,None,-8.67036346476e-41,1.66177084997e-44,1.75588025193e-45
5147,29,6.47716232195e-06,directed,None,None,3.48401684264e-40,9.5424026629e-44,8.09396482115e-57
2291,1392,0.000287972492188,directed,None,None,3.86542488609e-41,2.50847747591e-45,7.35231935164e-58
2291,30,0.000690554452213,directed,None,None,4.32564633424e-41,6.01529776718e-45,8.22770130886e-58
30,2292,0.000812475615034,directed,None,None,2.30095944753e-42,9.47614979089e-46,4.37659073502e-59
51,29,0.00174567232356,directed,None,None,3.82379318453e-40,2.15330238364e-43,7.44607102914e-44
17,5229,0.00291091350625,directed,None,None,4.90661854686e-40,2.45441842136e-43,1.39517668899e-56
51,17,0.0981691629625,directed,None,None,1.16602829944e-38,1.21092538247e-41,2.41319931319e-42
1396,855,5.07786980589e-06,directed,None,None,-7.23145144353e-44,6.87793979218e-48,6.78784452159e-48
51,1396,0.000230255991306,directed,None,None,4.6635764654e-40,2.84022819309e-44,2.52824164974e-47
51,5282,0.00301091508925,directed,None,None,4.00358608334e-39,3.71399062191e-43,1.42173379563e-55
51,601,0.00490135741987,directed,None,None,3.41741943247e-39,6.0458681007e-43,3.43756608086e-44
601,5314,0.00930605994834,directed,None,None,2.59873827014e-38,7.62615138574e-42,8.7037892033e-55
5331,601,4.04814099289e-05,directed,None,None,1.66510340997e-40,1.36498969821e-44,5.57683049808e-57
601,897,0.000291863748238,directed,None,None,-7.61129273883e-41,2.39177174919e-43,3.43756608085e-44
5361,601,0.144494602528,directed,None,None,1.02021657309e-39,6.85764985272e-44,3.41694878631e-56
5368,189,4.02996992516e-07,directed,None,None,7.38225652604e-43,6.64617011694e-49,2.92197796133e-61
5387,189,0.0146161378594,directed,None,None,4.04661879873e-43,6.93596583634e-48,1.6017004979e-61
17,1397,0.000811685043021,directed,None,None,8.12350236e-41,6.84395025018e-44,2.30988603653e-57
17,5418,8.75164948796e-06,directed,None,None,9.61167038147e-42,7.37919889217e-46,2.73303785759e-58
897,5422,1.10818392676e-05,directed,None,None,9.2680479132e-40,1.78130550335e-43,2.65795678325e-56
17,1398,1.2067122028e-05,directed,None,None,4.83081497801e-42,1.01747326174e-45,1.373620474e-58
897,17,0.000251224559336,directed,None,None,-2.17609880603e-38,4.03820773171e-42,3.43756608079e-44
5458,1398,0.000102013620876,directed,None,None,1.14530432829e-37,1.72142320336e-41,3.25662088759e-54
1399,898,0.113080446851,directed,None,None,1.34988421831e-34,1.05216520179e-38,4.75665765168e-51
1398,5487,0.0669211420797,directed,None,None,3.3128289186e-35,3.22366328075e-39,9.41989193303e-52
51,602,0.00871889675803,directed,None,None,1.33418663749e-38,1.07548369292e-42,1.75588025241e-45
5557,602,0.00253328042796,directed,None,None,4.73887939849e-43,4.0247300878e-46,1.68010397644e-59
223,2294,0.00067139981196,directed,None,None,-2.62081348537e-41,2.5816107954e-45,1.18700387953e-45
2294,1034,0.0757195604872,directed,None,None,5.35893535795e-40,3.7124930308e-45,1.18700387953e-45
2295,223,0.0423488179984,directed,None,None,-4.98568681271e-40,7.73657261236e-45,3.12009818152e-46
404,5568,3.62960210232e-09,directed,None,None,2.93743906291e-41,3.58583829233e-45,1.0350806945e-57
899,602,0.00313617525173,directed,None,None,2.02170934642e-38,1.15949451682e-42,7.16767210855e-55
602,404,0.000748409154786,directed,None,None,-4.73654014965e-39,2.88215006054e-43,1.75588025177e-45
296,5666,3.05561662459e-05,directed,None,None,1.483624637e-37,4.99844544559e-45,1.80799073862e-57
899,5729,0.00251995523729,directed,None,None,1.58012208499e-38,9.3166804969e-43,5.60209059221e-55
899,5750,0.00737355488857,directed,None,None,1.14734899091e-38,2.72612203608e-42,4.06775639133e-55
404,5756,2.9928266533e-06,directed,None,None,2.20969689853e-38,2.9567407427e-42,7.78642340612e-55
899,5762,0.00900560371637,directed,None,None,2.10195049908e-38,3.32951678131e-42,7.45215725198e-55
1400,968,0.00606128105418,directed,None,None,5.49992306179e-40,1.36475468053e-40,2.5722408955e-43
477,405,0.0822040583894,directed,None,None,-1.81405224071e-40,8.35354668085e-44,5.86431530193e-44
405,5863,0.00881365384346,directed,None,None,1.1594431075e-40,1.21404094762e-43,7.00886542592e-57
603,223,1.03061771845e-06,directed,None,None,-7.49322458509e-43,2.6282721199e-46,1.71401744166e-46
59,297,0.14382156452,directed,None,None,1.09591905961e-45,7.28751288292e-43,6.34821833228e-43
68,67,0.0351794903259,directed,None,None,8.34138648128e-44,6.88529335627e-43,6.88509679378e-43
164,163,1.03860825201e-06,directed,None,None,-3.05646595659e-43,5.12872629452e-47,5.08704993662e-47
900,52,0.0279244946201,directed,None,None,2.80953773511e-42,3.20319324383e-46,1.6395245308e-46
567,900,0.138246534798,directed,None,None,2.15147221165e-40,1.03322116158e-45,1.64336680869e-46
164,67,0.114612322738,directed,None,None,-1.375497757e-37,5.65964339455e-42,2.05816658395e-42
6020,901,0.0118058474689,directed,None,None,1.49117424458e-39,4.3973752241e-40,7.78199909118e-53
298,52,3.63247696066e-07,directed,None,None,-7.67244190056e-41,4.64458462344e-45,4.51241297554e-45
1403,52,0.00286431509014,directed,None,None,-6.27312277032e-41,1.76283886368e-44,1.69192072339e-44
6078,298,0.119703027135,directed,None,None,2.95159778807e-43,6.61186081994e-47,6.66529983232e-60
52,6089,0.00544328047219,directed,None,None,1.3523458541e-40,1.27072425152e-45,8.69045754773e-59
2297,164,0.0696735107842,directed,None,None,5.18235991431e-43,5.36215126711e-43,5.36180397172e-43
6098,164,0.000664101826547,directed,None,None,5.04010328271e-41,1.66286926987e-45,9.61478042076e-58
29,6101,0.0146720428937,directed,None,None,2.57182058781e-41,2.40250514184e-44,5.97477530904e-58
2290,29,0.00313955475915,directed,None,None,1.58167841962e-41,6.68102711124e-45,1.75588025194e-45
300,299,0.0249107304767,directed,None,None,3.96264224416e-39,1.1150186845e-42,1.11423738192e-42
6161,2298,0.000941557705439,directed,None,None,2.88006034185e-33,2.80806311291e-41,2.18479810877e-53
32,1405,0.0250856901257,directed,None,None,2.44177635479e-34,9.42191963329e-42,5.71011720555e-45
6177,32,5.72471618407e-11,directed,None,None,1.93922550451e-44,7.97379907042e-51,2.26627859299e-64
1406,6192,0.0252801717278,directed,None,None,6.51646497309e-34,2.08114667298e-41,7.61553069437e-54
1407,6199,0.020537239201,directed,None,None,1.0169429381e-33,2.44399456032e-41,1.18846025634e-53
299,6214,1.56576194791e-06,directed,None,None,8.70391317743e-39,1.33816739728e-45,9.98367031371e-59
2301,2300,0.151663181438,directed,None,None,1.33978091436e-41,1.01413371464e-42,9.74080139605e-43
406,32,0.0292571751945,directed,None,None,-8.20051950605e-36,3.16907130938e-43,4.79187377009e-46
32,2303,1.44155484804e-12,directed,None,None,4.27946781515e-45,5.41432739428e-52,1.56304952694e-52
299,69,0.0139954695601,directed,None,None,-4.82541257532e-34,1.19611292763e-41,3.99518630488e-42
32,11,0.000171025549715,directed,None,None,2.44093690661e-36,6.42353858545e-44,2.22867738394e-44
300,2304,0.00332066764171,directed,None,None,-1.60485528315e-39,1.48635001651e-43,3.40034930699e-44
89,406,0.131529550126,directed,None,None,-4.02392723656e-36,9.14713832928e-43,4.5956301289e-46
2305,1409,0.151969431323,directed,None,None,2.50315191687e-43,3.41480842287e-43,3.24206251861e-43
69,6264,0.0843021712392,directed,None,None,2.88445742541e-34,3.96948708012e-40,2.20344524959e-54
2306,69,0.000706587704416,directed,None,None,1.11716044366e-34,2.46371986911e-41,8.53406890763e-55
2307,407,0.0234190705434,directed,None,None,1.29926802849e-33,4.65618454412e-40,9.92528122474e-54
2306,6282,0.000369122726908,directed,None,None,2.49903394994e-34,1.28705182774e-41,1.90903190758e-54
69,6285,0.00328025217913,directed,None,None,3.25043106115e-34,1.54455317736e-41,2.48302665697e-54
407,6294,0.000102961015358,directed,None,None,2.01414256696e-32,2.95619522662e-40,1.53861832373e-52
407,2308,3.28503368596e-06,directed,None,None,2.12745926729e-34,9.43192029328e-42,1.62518275632e-54
6302,407,4.07714471354e-06,directed,None,None,1.70091681575e-33,2.81332638316e-40,1.29933970227e-53
1409,2301,0.152186513146,directed,None,None,-5.9839495055e-42,1.51846234121e-42,9.74080139604e-43
59,606,0.129585240224,directed,None,None,7.19310903011e-44,6.56615098522e-43,3.24206251862e-43
30,6428,2.93712341197e-05,directed,None,None,6.93435247771e-43,3.42565621554e-47,1.31896427092e-59
903,6433,9.24533375727e-05,directed,None,None,1.3831600139e-44,6.67211397163e-47,4.56303810682e-60
903,29,0.157976105079,directed,None,None,8.08780428162e-41,1.14007196014e-43,1.05978761837e-43
280,903,0.101521622422,directed,None,None,-1.21161760943e-40,2.11869735202e-43,1.05978761837e-43
6441,29,0.0742818695915,directed,None,None,3.89789231465e-42,2.54888743708e-46,9.05546717188e-59
1410,67,0.144547485936,directed,None,None,-5.36466588044e-39,1.75441814242e-43,5.67018417975e-44
208,6457,0.0140825610539,directed,None,None,4.62810872546e-40,1.05191855069e-44,3.77453527696e-57
208,2309,0.0847896736546,directed,None,None,3.33142945286e-39,6.33349504275e-44,5.14897848664e-44
607,6503,3.39160815063e-05,directed,None,None,2.14134663102e-35,3.64146821331e-43,1.62441390278e-55
29,1411,2.48565956095e-12,directed,None,None,8.65185531307e-50,4.0701965768e-54,6.40148089601e-55
2310,29,0.124621521057,directed,None,None,-4.69417666033e-45,4.53365603752e-48,5.72899942079e-49
6516,2311,0.144871131037,directed,None,None,4.63684766941e-35,4.60631612301e-41,5.31863691356e-55
6527,1410,0.00518049490769,directed,None,None,8.56386724469e-42,3.67959012913e-46,1.53602202969e-58
1392,6533,2.55346441515e-05,directed,None,None,2.46229159659e-41,5.42221945888e-45,4.68345709874e-58
317,2312,0.0802497590453,directed,None,None,-1.17505427714e-46,1.60580619325e-42,1.58075879875e-42
301,51,0.0407566344524,directed,None,None,-7.23671272741e-43,8.75945884674e-43,8.75881729218e-43
2313,6651,0.0922724759074,directed,None,None,1.76884475116e-42,2.73811090724e-48,1.37768818531e-60
6678,36,0.000129892466281,directed,None,None,8.52643861745e-42,3.17643771139e-48,2.27392230248e-60
