     11      1                             0                                                0.0000000000
     11      1                        621293                                           500000.0000000000
      7      0                        621296                                         21000000.0000000000
      7      0                        621300                                         21500000.0000000000
      3      0                       2207522                                         22000000.0000000000
      6      0                       2207524                                         77000000.0000000000
      8      0                       2207528                                         77500000.0000000000
     23      2                       2207529                                         78500000.0000000000
      8      0                       2207530                                         79000000.0000000000
      6      0                       2207532                                         80000000.0000000000
      6      0                       2207534                                         81000000.0000000000
     23      2                       2207535                                         81500000.0000000000
      8      0                       2207536                                         82000000.0000000000
      6      0                       2207538                                         82500000.0000000000
      6      0                       2207540                                         83500000.0000000000
     23      2                       2207541                                         84500000.0000000000
      8      0                       2207542                                         85000000.0000000000
      6      0                       2207544                                         85500000.0000000000
      8      0                       2207546                                         86000000.0000000000
      8      0                       2207548                                         87500000.0000000000
      8      0                       2207550                                         88000000.0000000000
      6      0                       2207552                                         90500000.0000000000
      8      0                       2207554                                         91000000.0000000000
      8      0                       2207556                                         92000000.0000000000
      8      0                       2207558                                         92500000.0000000000
      8      0                       2207560                                         93000000.0000000000
     23      2                       2207561                                         94000000.0000000000
      6      0                       2207562                                         94500000.0000000000
      6      0                       2207564                                         95500000.0000000000
     23      2                       2207567                                         96500000.0000000000
      6      0                       2207568                                         97000000.0000000000
      8      0                       2207570                                        100000000.0000000000
      8      0                       2207572                                        101500000.0000000000
      8      0                       2207574                                        103500000.0000000000
      6      0                       2207576                                        111500000.0000000000
      8      0                       2207578                                        115500000.0000000000
     23      2                       2207579                                        121000000.0000000000
      6      0                       2207580                                        121500000.0000000000
      8      0                       2207582                                        123500000.0000000000
     17      2                       2469571                                        125500000.0000000000
     31      3                       2469572                                        438500000.0000000000
     22      2                       2469575                                        439000000.0000000000
     24      2                       2469581                                        439500000.0000000000
     31      3                       2469582                                        440500000.0000000000
     24      2                       2469585                                        441000000.0000000000
     31      3                       2469586                                        441500000.0000000000
     24      2                       2469591                                        442000000.0000000000
     22      2                       2469595                                        442500000.0000000000
     31      3                       2469598                                        443000000.0000000000
     31      3                       2469600                                        443500000.0000000000
     22      2                       2469603                                        444000000.0000000000
     22      2                       2469605                                        447000000.0000000000
     24      2                       2469607                                        447500000.0000000000
     24      2                       2469609                                        448000000.0000000000
     24      2                       2469613                                        448500000.0000000000
     22      2                       2469617                                        449000000.0000000000
     24      2                       2469619                                        449500000.0000000000
     24      2                       2469621                                        450000000.0000000000
     31      3                       2469626                                        450500000.0000000000
     22      2                       2469629                                        451000000.0000000000
     22      2                       2469631                                        451500000.0000000000
     24      2                       2469633                                        452000000.0000000000
     24      2                       2469635                                        452500000.0000000000
     22      2                       2469637                                        453000000.0000000000
     24      2                       2469639                                        453500000.0000000000
     24      2                       2469643                                        454000000.0000000000
     31      3                       2469646                                        454500000.0000000000
     22      2                       2469649                                        455000000.0000000000
     24      2                       2469651                                        457000000.0000000000
     22      2                       2469655                                        457500000.0000000000
     24      2                       2469657                                        458000000.0000000000
     22      2                       2469661                                        458500000.0000000000
     24      2                       2469665                                        459000000.0000000000
     22      2                       2469667                                        459500000.0000000000
     31      3                       2469668                                        460000000.0000000000
     22      2                       2469669                                        460500000.0000000000
     24      2                       2469673                                        461500000.0000000000
     22      2                       2469677                                        462500000.0000000000
     31      3                       2469680                                        463000000.0000000000
     31      3                       2469684                                        463500000.0000000000
     22      2                       2469689                                        464000000.0000000000
     22      2                       2469691                                        464500000.0000000000
     22      2                       2469693                                        465000000.0000000000
     31      3                       2469698                                        465500000.0000000000
     31      3                       2469700                                        466000000.0000000000
     22      2                       2469703                                        466500000.0000000000
     24      2                       2469707                                        467000000.0000000000
     24      2                       2469709                                        467500000.0000000000
     22      2                       2469711                                        468000000.0000000000
     24      2                       2469717                                        468500000.0000000000
     31      3                       2469718                                        469500000.0000000000
     22      2                       2469721                                        470000000.0000000000
     22      2                       2469725                                        470500000.0000000000
     22      2                       2469727                                        471000000.0000000000
     22      2                       2469729                                        471500000.0000000000
     24      2                       2469733                                        472000000.0000000000
     31      3                       2469736                                        472500000.0000000000
     31      3                       2469740                                        473000000.0000000000
     24      2                       2469747                                        473500000.0000000000
     31      3                       2469752                                        474000000.0000000000
     24      2                       2469755                                        474500000.0000000000
     22      2                       2469759                                        475000000.0000000000
     22      2                       2469763                                        475500000.0000000000
     31      3                       2469768                                        476000000.0000000000
     22      2                       2469769                                        476500000.0000000000
     24      2                       2469771                                        477000000.0000000000
     22      2                       2469775                                        477500000.0000000000
     24      2                       2469779                                        478500000.0000000000
     24      2                       2469781                                        479000000.0000000000
     31      3                       2469784                                        479500000.0000000000
     19      2                       2827143                                        480000000.0000000000
     24      2                       2827145                                        905500000.0000000000
     22      2                       2827147                                        906000000.0000000000
     24      2                       2827149                                        906500000.0000000000
     31      3                       2827152                                        907000000.0000000000
     24      2                       2827157                                        907500000.0000000000
     24      2                       2827159                                        908000000.0000000000
     22      2                       2827163                                        908500000.0000000000
     31      3                       2827166                                        909000000.0000000000
     22      2                       2827171                                        909500000.0000000000
     31      3                       2827174                                        910000000.0000000000
     24      2                       2827181                                        910500000.0000000000
     22      2                       2827185                                        911000000.0000000000
     31      3                       2827188                                        911500000.0000000000
     31      3                       2827190                                        912000000.0000000000
     18      2                       2913542                                        912500000.0000000000
     31      3                       2913542                                       1015918519.3730617686
