    707      2                             0                                                0.0000000000
    707      2                      80504238                                        500000000.0000000000
    707      2                     143703446                                       5500000000.0000000000
     50      2                     165513710                                       9500000000.0000000000
    612      2                     172207125                                      10500000000.0000000000
    933      2                     219534123                                      11000000000.0000000000
    568      2                     225066331                                      14000000000.0000000000
     75      2                     243486141                                      14500000000.0000000000
    164      2                     247001705                                      15500000000.0000000000
    138      2                     272361910                                      16000000000.0000000000
    164      2                     400423579                                      17500000000.0000000000
    967      2                     415890821                                      25500000000.0000000000
    933      2                     419684372                                      26500000000.0000000000
    172      2                     432413210                                      27000000000.0000000000
    933      2                     478333431                                      27500000000.0000000000
    707      2                     501953749                                      30500000000.0000000000
    172      2                     521913174                                      32000000000.0000000000
     75      2                     577063568                                      33000000000.0000000000
    164      2                     604779578                                      36500000000.0000000000
    707      2                     650815610                                      38500000000.0000000000
     89      2                     696498215                                      41500000000.0000000000
    612      2                     706345136                                      44000000000.0000000000
     89      2                     742825005                                      45000000000.0000000000
     75      2                     815634528                                      47000000000.0000000000
     50      2                     823851343                                      52000000000.0000000000
     50      2                     889315698                                      52500000000.0000000000
    967      2                     931148028                                      56500000000.0000000000
    138      2                    1083361315                                      59000000000.0000000000
     89      2                    1094572210                                      68500000000.0000000000
    226      2                    1180618069                                      69500000000.0000000000
    612      2                    1189127855                                      75000000000.0000000000
    933      2                    1208527397                                      75500000000.0000000000
    568      2                    1286468285                                      76500000000.0000000000
    691      2                    1383675413                                      81500000000.0000000000
    172      2                    1398147686                                      87500000000.0000000000
     89      2                    1416525376                                      88500000000.0000000000
    138      2                    1420128581                                      89500000000.0000000000
    967      2                    1464232574                                      90000000000.0000000000
    172      2                    1476434627                                      92500000000.0000000000
    172      2                    1489093601                                      93500000000.0000000000
    706      2                    1502969388                                      94500000000.0000000000
    218      2                    1520450076                                      95000000000.0000000000
    172      2                    1553673504                                      96500000000.0000000000
    967      2                    1575324176                                      98500000000.0000000000
     89      2                    1606569114                                      99500000000.0000000000
    706      2                    1635173779                                     101500000000.0000000000
    707      2                    1655671517                                     103500000000.0000000000
    612      2                    1676780239                                     105000000000.0000000000
    172      2                    1704217573                                     106000000000.0000000000
    612      2                    1752878869                                     108000000000.0000000000
    138      2                    1791988745                                     111000000000.0000000000
    933      2                    1822748927                                     113500000000.0000000000
     75      2                    1855850295                                     115500000000.0000000000
    707      2                    1889770453                                     117500000000.0000000000
    933      2                    1948623636                                     119500000000.0000000000
     75      2                    1986540957                                     123500000000.0000000000
    612      2                    2021927273                                     125500000000.0000000000
    172      2                    2071895968                                     128000000000.0000000000
    172      2                    2107845979                                     131000000000.0000000000
    967      2                    2130410578                                     133500000000.0000000000
    933      2                    2228662516                                     135000000000.0000000000
    707      2                    2241752884                                     141000000000.0000000000
     89      2                    2254730095                                     142000000000.0000000000
     50      2                    2262237353                                     142500000000.0000000000
    707      2                    2299726342                                     143000000000.0000000000
    612      2                    2304676301                                     145500000000.0000000000
    612      2                    2344961473                                     146000000000.0000000000
    172      2                    2351700554                                     148500000000.0000000000
    612      2                    2428059813                                     149000000000.0000000000
    933      2                    2457507376                                     153500000000.0000000000
    172      2                    2466738447                                     155500000000.0000000000
    933      2                    2474976462                                     156000000000.0000000000
    707      2                    2613930626                                     156500000000.0000000000
    707      2                    2672946105                                     165500000000.0000000000
    707      2                    2714286473                                     169000000000.0000000000
    172      2                    2745726262                                     171500000000.0000000000
    707      2                    2765438245                                     173500000000.0000000000
    172      2                    2790811967                                     175000000000.0000000000
    164      2                    2920025226                                     176500000000.0000000000
    612      2                    2985063458                                     184500000000.0000000000
    154      2                    3020474577                                     188500000000.0000000000
     89      2                    3060040542                                     191000000000.0000000000
    707      2                    3115000663                                     193500000000.0000000000
    933      2                    3240043091                                     197000000000.0000000000
    706      2                    3277514802                                     205000000000.0000000000
    967      2                    3281105847                                     207000000000.0000000000
    933      2                    3445014314                                     207500000000.0000000000
    707      2                    3453436274                                     218000000000.0000000000
     89      2                    3470866117                                     218500000000.0000000000
    967      2                    3500732684                                     219500000000.0000000000
    707      2                    3513214631                                     221500000000.0000000000
    612      2                    3535820142                                     222000000000.0000000000
    707      2                    3544050181                                     223500000000.0000000000
     75      2                    3601270635                                     224000000000.0000000000
    612      2                    3638315774                                     227500000000.0000000000
    612      2                    3678558756                                     230000000000.0000000000
    164      2                    3691087090                                     232500000000.0000000000
    612      2                    3702845239                                     233500000000.0000000000
     50      2                    3802547128                                     234000000000.0000000000
     75      2                    3850284201                                     240500000000.0000000000
    707      2                    3870492057                                     243500000000.0000000000
    164      2                    3916534221                                     244500000000.0000000000
    568      2                    3925806482                                     247500000000.0000000000
    138      2                    3939960573                                     248000000000.0000000000
     89      2                    3962814154                                     249000000000.0000000000
    706      2                    4074884909                                     250500000000.0000000000
    219      6                    8986942088                                     257500000000.0000000000
    911      4                    8986942088                                     551809090579.6981427073
