# estimated MFPTs from kPS simulation data
# temperature / MFPT / std err
0.050    7.023521E+30    0.049947E+30
0.075    4.171513E+16    0.029622E+16
0.100    3.748070E+12    0.026280E+12
0.125    8.710633E+08    0.061522E+08
0.150    3.141743E+06    0.022202E+06
