             0                         39453                                     819965365774.3353339434                    -674.9505215163       21.8889154067
             1                        595082                                   12176998285186.9120616913                  -13543.2500881288       21.8889154067
             2                         67169                                    1398017588440.6582667828                   -1197.8439765198       21.8889154067
             3                          4033                                      80781283127.7594447434                     -86.5904400473       21.8889154067
             4                         26403                                     548540012192.2179789841                    -574.2960459984       21.8889154067
             5                        243721                                    5004640172622.0304446220                   -5135.1933956121       21.8889154067
             6                        106530                                    2200572680145.2407734394                   -1789.8734279655       21.8889154067
             7                        410202                                    8448699991762.9029135704                   -8275.4853904344       21.8889154067
             8                         35079                                     724731125826.0816676021                    -529.3803076686       21.8889154067
             9                        202354                                    4163626558168.5251121521                   -4234.6106929946       21.8889154067
            10                         10172                                     175520364070.3442427516                    -824.2778566587       21.8889154067
            11                        592484                                   12101610887922.3592338562                  -13771.4870714337       21.8889154067
            12                        434507                                    9026783159721.8710336685                   -8466.8364395818       21.8889154067
            13                         61962                                    1310926817695.9308258295                    -940.7773115406       21.8889154067
            14                         87650                                    1754119417574.2784576416                   -2607.9239617252       21.8889154067
            15                        161782                                    3381051216547.2120845318                   -2565.8030343648       21.8889154067
            16                        177880                                    3714013689864.5489106178                   -2981.5997721803       21.8889154067
            17                        276324                                    5704268674751.0057840347                   -5505.0802426735       21.8889154067
            18                        348692                                    7182451225940.4299654961                   -6911.0017812481       21.8889154067
            19                        232859                                    4743664123805.3614673615                   -5760.7277311124       21.8889154067
            20                        111707                                    2293191459230.6431994438                   -2331.3897561426       21.8889154067
            21                          4002                                      76820319934.1607545018                    -206.3423840870       21.8889154067
            22                        344824                                    7067477825441.0431880951                   -7472.8593992491       21.8889154067
            23                         73498                                    1526746046133.4167751074                   -1192.1713574467       21.8889154067
            24                        158006                                    3298182575651.2384278774                   -2751.3109590953       21.8889154067
            25                         71924                                    1468583628280.7903374434                   -1599.2876526326       21.8889154067
            26                         32105                                     661986529023.6201096177                    -533.1441369911       21.8889154067
            27                        194169                                    4022728310340.2078220844                   -3301.8652455637       21.8889154067
            28                          8099                                     170249624628.1217316091                    -156.2223392146       21.8889154067
            29                         91849                                    1894924236144.6426872015                   -2202.4575369734       21.8889154067
            30                         36884                                     741938512946.3491859436                   -1023.2915274787       21.8889154067
            31                         25331                                     524618359059.6918738484                    -595.2857677556       21.8889154067
            32                        334462                                    6898898351867.6926784515                   -6118.3988770339       21.8889154067
            33                        381426                                    7896746243137.6310453415                   -7128.7408131060       21.8889154067
            34                         46313                                     970056416378.3709047437                    -860.4519860614       21.8889154067
            35                        280116                                    5810735948666.6131176949                   -4829.8766534763       21.8889154067
            36                         77361                                    1566896336499.1088767052                   -1861.6761317698       21.8889154067
            37                        322795                                    6680419022051.7848973274                   -5975.3311454615       21.8889154067
            38                        471293                                    9733493433909.2238883972                   -9243.8505593164       21.8889154067
            39                        185474                                    3831038128490.6849498749                   -3208.4382865835       21.8889154067
            40                         89484                                    1880708603713.6240043640                   -1382.6637213485       21.8889154067
            41                         48533                                    1008799286155.8390842676                    -915.6423693230       21.8889154067
            42                        494549                                   10301905909250.6015501022                   -8853.4073783620       21.8889154067
            43                        239115                                    4967633647931.7658891678                   -4288.3272927735       21.8889154067
            44                         13283                                     258736425037.4783495218                    -466.4293819091       21.8889154067
            45                        384771                                    7846941828712.1420187950                   -8839.6209523744       21.8889154067
            46                         63353                                    1319290835777.7471884489                   -1104.4858534459       21.8889154067
