# average stat prob      surprisal      approx. JS divergence
# total JS divergence: -0.462264804609
0.000004832058    0.133710449301    0.000000646097
0.000018839419    0.161309462652    0.000003038977
0.000055246098    0.053759841693    0.000002970022
0.000700981776    0.048384973647    0.000033916985
0.000098594515    0.093758622188    0.000009244086
0.000002499190    0.023318559451    0.000000058278
0.000249193212    0.100823769392    0.000025124599
0.000007123716    0.105384432359    0.000000750729
0.002638996882    0.062630971605    0.000165282939
0.000080180133    0.127171718812    0.000010196645
0.000000166935    0.188802284868    0.000000031518
0.000021596746    0.067270712896    0.000001452828
0.000064558691    0.040937033687    0.000002642841
0.000010830925    0.088301033763    0.000000956382
0.000255156532    0.119502234317    0.000030491776
0.000000010879    0.158036160784    0.000000001719
0.000326257921    0.028918638918    0.000009434935
0.000013157105    0.078743825570    0.000001036041
0.000789362578    0.070460471880    0.000055618860
0.000005632915    0.207978500763    0.000001171525
0.000012588900    0.139067415921    0.000001750706
0.003987566214    0.019622252128    0.000078245030
0.000306983158    0.122941771518    0.000037741053
0.000180600230    0.096688887578    0.000017462035
0.001275039084    0.094618949228    0.000120642858
0.000322586286    0.126395962896    0.000040773604
0.000142620596    0.032799398567    0.000004677870
0.000004048946    0.056185087141    0.000000227490
0.001973011886    0.044421155820    0.000087643468
0.000488631751    0.137246050255    0.000067062778
0.000187475990    0.185653969147    0.000034805662
0.000004715716    0.115431990293    0.000000544344
0.000103926565    0.177894370297    0.000018487951
0.000009411457    0.059087806398    0.000000556102
0.000125238724    0.054157732567    0.000006782645
0.000024614230    0.071800097279    0.000001767304
0.000233227019    0.085298850977    0.000019893997
0.000372538562    0.215213784213    0.000080175434
0.000058896849    0.059809653704    0.000003522600
0.000000587146    0.088000954886    0.000000051669
0.000327406251    0.185338093809    0.000060680850
0.000888218582    0.116858076635    0.000103795515
0.000028080482    0.135950698504    0.000003817561
0.026045973144    -0.962528564420    -0.025069993139
0.000003662363    0.090700523957    0.000000332178
0.003585569979    0.089730693665    0.000321735681
0.000041895473    0.093105107961    0.000003900683
0.000058194802    0.070263432840    0.000004088967
0.000001330282    0.127091424638    0.000000169067
0.000000002571    0.058579497004    0.000000000151
0.000197721653    0.133219315767    0.000026340343
0.000010726629    0.020690665619    0.000000221941
0.000000304309    0.272209057295    0.000000082836
0.000002472935    0.098680330043    0.000000244030
0.000000021915    0.136666050687    0.000000002995
0.000092425613    0.177948602850    0.000016447009
0.000000994124    0.074605348424    0.000000074167
0.000000964792    0.058051781933    0.000000056008
0.000290167508    0.143126971853    0.000041530797
0.000961370782    0.141987338270    0.000136502478
0.000018337065    0.118684104861    0.000002176318
0.000405020967    0.155974307642    0.000063172865
0.000020917933    0.161962840124    0.000003387928
0.000001171137    0.041945596598    0.000000049124
0.000508573445    0.120166166123    0.000061113321
0.000000749910    0.149254730062    0.000000111928
0.000001728462    0.065485543924    0.000000113189
0.000000014492    0.093534695101    0.000000001355
0.000019952346    0.085420788364    0.000001704345
0.000049027788    0.037410402711    0.000001834149
0.000153863571    0.088097243458    0.000013554957
0.000057532310    0.133595698902    0.000007686069
0.000000090645    0.117400960045    0.000000010642
0.000071746854    0.124803841344    0.000008954283
0.001594803748    0.095184240878    0.000151800184
0.000000580725    0.081917165104    0.000000047571
0.000001158231    0.133780956044    0.000000154949
0.000617983718    0.194650696611    0.000120290961
0.000001460017    0.191169157050    0.000000279110
0.001802497706    0.197098722344    0.000355269995
0.000104680649    0.181750991379    0.000019025812
0.002708760151    0.106144129733    0.000287518989
0.000076688268    0.146271209046    0.000011217286
0.000047491918    0.170160244224    0.000008081236
0.000000088712    0.088336590552    0.000000007836
0.001644857354    0.055793410707    0.000091772202
0.000008260696    0.050126384804    0.000000414079
0.000188839492    0.074306910370    0.000014032079
0.003483363801    0.033845240721    0.000117895286
0.000000007743    0.117189343968    0.000000000907
0.000104541050    0.107690368848    0.000011258064
0.000274982739    0.128560534885    0.000035351928
0.000077379225    0.113574109655    0.000008788277
0.001255523564    0.046853906522    0.000058826184
0.000161583012    0.134559762513    0.000021742572
0.000388548654    0.179597483025    0.000069782360
0.000254790438    0.169887563414    0.000043285727
0.000000036671    0.032643730288    0.000000001197
0.000246663693    0.119021616631    0.000029358311
0.000295130563    0.135627680882    0.000040027874
0.000001028822    0.046404628549    0.000000047742
