Id,Label,Energy,Community,pi,mr,qf,qb,t,s,evec
81,81,None,3,0.000421004085016,-1.55268494402,0.275850538423,0.724149461577,0.820608008354,0.0915783328656,0.00100200400802
82,82,None,4,1.26667303265e-08,-4.33370617585,0.608067201432,0.391932798568,0.733385447372,0.173087148253,0.00100200400802
83,83,None,2,2.74747711344e-06,-2.74610685677,0.311476037967,0.688523962033,0.522736942678,0.261402849158,0.00100200400802
84,84,None,2,1.6779819667e-06,-3.09094006375,0.367477860394,0.632522139606,0.87412238227,0.0601830550062,0.00100200400802
85,85,None,2,0.000197662583973,-2.0995485586,0.438091372474,0.561908627526,0.756128437566,0.076843530761,0.00100200400802
86,86,None,2,0.000166817315338,-1.7890670542,0.289459556735,0.710540443265,0.776731782903,0.10649437859,0.00100200400802
87,87,None,2,1.31194501455e-06,-3.14103994216,0.365514915633,0.634485084367,0.828970424772,0.0920162764601,0.00100200400802
88,88,None,0,0.0091764829888,-0.0340664057092,0.99268457933,0.00731542067,0.749896917489,-0.0143794691142,0.00100200400802
89,89,None,3,0.000384957293294,-0.898030624846,0.13151486006,0.86848513994,0.729846031769,0.12738776608,0.00100200400802
90,90,None,0,3.6445531049e-06,-3.12912391204,0.510743251171,0.489256748829,0.846563162408,0.0807831049802,0.00100200400802
91,91,None,0,0.000135409202106,-2.09509901179,0.6215982983,0.3784017017,0.833434363851,0.0733552956256,0.00100200400802
92,92,None,0,0.000300235813966,-1.24561109321,0.810529086776,0.189470913224,0.861519368255,0.0214820565949,0.00100200400802
93,93,None,1,0.000102544611923,-0.723444561521,0.086190713379,0.913809286621,0.787871716722,0.136855193344,0.00100200400802
94,94,None,4,0.000378496462204,-1.51481502161,0.740307316574,0.259692683426,0.627053899831,0.172243362543,0.00100200400802
95,95,None,0,0.000104828779483,-2.26450106193,0.553568467252,0.446431532748,0.801388389222,0.0770160838355,0.00100200400802
96,96,None,2,0.00106824702919,-1.59951589161,0.37267367855,0.62732632145,0.615375758031,0.179242209684,0.00100200400802
97,97,None,3,0.000160764383097,-0.752349537653,0.095185016736,0.904814983264,0.650664361389,0.172865597375,0.00100200400802
98,98,None,4,3.15784687109e-08,-4.10514436708,0.610937335537,0.389062664463,0.825806115453,0.0769608706533,0.00100200400802
99,99,None,3,0.000143530070503,-1.43285834486,0.203223680843,0.796776319157,0.754258889424,0.118246909002,0.00100200400802
100,100,None,3,8.03766934241e-06,-0.802877386125,0.073899652162,0.926100347838,0.654338828073,0.129196539315,0.00100200400802
101,101,None,0,0.000119801975065,-1.67098681883,0.754842835727,0.245157164273,0.777183261291,0.12531992489,0.00100200400802
102,102,None,3,2.9352655969e-06,-1.1123964334,0.096668976889,0.903331023111,0.792778462106,0.106457787401,0.00100200400802
103,103,None,0,0.000947306094577,-0.04742744018,0.993140508248,0.006859491752,0.757337455089,0.113100835201,0.00100200400802
104,104,None,4,2.0529547131e-05,-2.60349280883,0.40622405559,0.59377594441,0.911149399128,0.0398785545437,0.00100200400802
105,105,None,0,1.83865402377e-05,-0.0823140451523,0.992393082817,0.007606917183,0.893214362635,0.0466213841427,0.00100200400802
106,106,None,2,0.0010634938311,-1.53719118161,0.340413565499,0.659586434501,0.581590489476,0.171793310268,0.00100200400802
107,107,None,1,0.00294454652919,-0.35388090617,0.064940111571,0.935059888429,0.751488394744,0.0842904622044,0.00100200400802
108,108,None,2,9.50255606742e-05,-2.29052883047,0.448239759635,0.551760240365,0.671758883503,0.218353122852,0.00100200400802
109,109,None,2,0.000732373906964,-1.61041741258,0.335907409917,0.664092590083,0.648801621817,0.163358155753,0.00100200400802
110,110,None,0,0.00168163917063,-0.403349303682,0.932270915986,0.067729084014,0.945969442238,0.028258684215,0.00100200400802
111,111,None,2,0.000496999232936,-1.79166036714,0.379709785653,0.620290214347,0.738259012204,0.113704209765,0.00100200400802
112,112,None,2,1.06713019473e-05,-2.53161954384,0.669877341899,0.330122658101,0.832015826798,0.0900127907016,0.00100200400802
113,113,None,3,0.00690504374872,-0.0602542375823,0.012260499603,0.987739500397,0.71529309572,0.110306715307,0.00100200400802
114,114,None,2,1.45173701377e-06,-2.86136079937,0.692729552659,0.307270447341,0.797278240722,0.0797176498664,0.00100200400802
115,115,None,3,0.000159175505496,-0.566071545743,0.069566678619,0.930433321381,0.841767693009,0.0866780225587,0.00100200400802
116,116,None,0,0.000312093031281,-0.0740868220165,0.990736170861,0.009263829139,0.707488542898,0.134352425378,0.00100200400802
117,117,None,3,0.000170962325316,-1.66353056669,0.258716074334,0.741283925666,0.799985259921,0.0925754510848,0.00100200400802
118,118,None,1,0.000972715710409,-0.585434788577,0.093075339767,0.906924660233,0.567120484994,0.135801305826,0.00100200400802
119,119,None,2,3.41692107869e-05,-2.47818915349,0.404978268164,0.595021731836,0.942224141502,0.0200447992583,0.00100200400802
120,120,None,0,0.016280284329,-0.0102768295377,0.997498031668,0.002501968332,0.802024796875,-0.509791478389,0.00100200400802
121,121,None,4,3.57975798912e-07,-3.67138418996,0.448533300777,0.551466699223,0.849967547597,0.088313166131,0.00100200400802
122,122,None,4,8.25778741163e-07,-3.30626610056,0.61813182922,0.38186817078,0.776333567483,0.0962546687879,0.00100200400802
123,123,None,3,0.00156440490772,-0.435326491523,0.072665700307,0.927334299693,0.904595852554,0.0275313885693,0.00100200400802
124,124,None,2,4.02153152735e-06,-2.81229339812,0.346255123686,0.653744876314,0.874609585628,0.0542485780647,0.00100200400802
125,125,None,4,0.00114116471417,-0.917809520308,0.838443603413,0.161556396587,0.660936187398,0.181982094522,0.00100200400802
126,126,None,2,4.91919688097e-05,-2.38901522378,0.404258076955,0.595741923045,0.920136788452,0.0270138212045,0.00100200400802
127,127,None,1,8.45797164428e-07,-1.10819264354,0.086784476155,0.913215523845,0.832075105206,0.0616227530668,0.00100200400802
128,128,None,0,0.00157754049822,-0.264334355074,0.95719790439,0.04280209561,0.838373838422,0.0567693239457,0.00100200400802
129,129,None,4,0.000172543485321,-1.01188233961,0.864993175735,0.135006824265,0.760183923766,0.106697833198,0.00100200400802
130,130,None,0,0.000177666118526,-0.103382033149,0.987881539413,0.012118460587,0.708789208341,0.153518329195,0.00100200400802
131,131,None,2,0.000127795507419,-2.21127699541,0.442159582401,0.557840417599,0.642649908545,0.212921902377,0.00100200400802
132,132,None,0,0.00745768739799,-0.0287967327115,0.994086356898,0.005913643102,0.83875614482,0.000900809050085,0.00100200400802
133,133,None,1,0.00105159657305,-0.427014172217,0.066721971204,0.933278028796,0.720032125629,0.156358157935,0.00100200400802
134,134,None,0,0.0161657371951,-0.0109398467996,0.997340755144,0.002659244856,0.750442252369,-0.626950484115,0.00100200400802
135,135,None,2,0.000474720873333,-1.58533620236,0.293017182034,0.706982817966,0.775546611664,0.138136026179,0.00100200400802
136,136,None,2,0.00120182346846,-1.57296326008,0.373254642029,0.626745357971,0.620769958375,0.152852769759,0.00100200400802
137,137,None,4,0.000727946092157,-1.7876334458,0.449143377836,0.550856622164,0.789631879155,0.107021897664,0.00100200400802
138,138,None,3,0.00147198264588,-0.339869181844,0.055160728033,0.944839271967,0.837458870317,0.0599486916627,0.00100200400802
139,139,None,3,0.000380592928417,-0.517562125599,0.07073592795,0.92926407205,0.757996126789,0.112121336651,0.00100200400802
140,140,None,3,2.39672888338e-05,-0.732045842266,0.074334553909,0.925665446091,0.806850591205,0.0553394368021,0.00100200400802
141,141,None,2,0.000126292243964,-2.21536080879,0.443292739225,0.556707260775,0.661476727377,0.153090335627,0.00100200400802
142,142,None,3,0.000206896825084,-1.70325093822,0.278137790673,0.721862209327,0.765988523039,0.0980845536456,0.00100200400802
143,143,None,1,1.02702209062e-07,-1.2744886621,0.086723984687,0.913276015313,0.862443120894,0.0729688963453,0.00100200400802
144,144,None,0,0.000113565032326,-1.66099268489,0.759103117344,0.240896882656,0.871019393973,0.0491236694202,0.00100200400802
145,145,None,1,0.00140033512378,-0.512163449482,0.085201833599,0.914798166401,0.804303535452,0.0845659213982,0.00100200400802
146,146,None,4,4.76055090754e-08,-4.19208274071,0.536931666266,0.463068333734,0.905549759105,0.0345718394762,0.00100200400802
147,147,None,3,9.30937119949e-07,-2.07413949084,0.182758071957,0.817241928043,0.640980230068,0.168004260863,0.00100200400802
148,148,None,2,0.000196932716808,-1.93637940405,0.348137153979,0.651862846021,0.693096337008,0.143958449513,0.00100200400802
149,149,None,4,0.000453893292267,-1.44202824075,0.750332565949,0.249667434051,0.633914722524,0.209528330496,0.00100200400802
150,150,None,2,0.000133984885153,-2.06354549901,0.363606007696,0.636393992304,0.786760508271,0.0861966754973,0.00100200400802
151,151,None,3,0.000370300498475,-0.714231056767,0.10049444625,0.89950555375,0.630259361476,0.142354369753,0.00100200400802
152,152,None,2,0.00130018362049,-1.55396297457,0.372900366767,0.627099633233,0.598935171087,0.137087488875,0.00100200400802
153,153,None,0,0.0169392578778,-0.0106788136024,0.997374545017,0.002625454983,0.779482443416,-0.626132865593,0.00100200400802
154,154,None,1,0.000179539621317,-0.692951389352,0.088103316573,0.911896683427,0.74423968524,0.136084184681,0.00100200400802
155,155,None,3,4.02495417152e-05,-1.26935727108,0.147048806308,0.852951193692,0.688617605287,0.210903123587,0.00100200400802
156,156,None,3,8.9688551341e-07,-2.07844667951,0.182615666807,0.817384333193,0.576669826639,0.229972874479,0.00100200400802
157,157,None,4,0.00597634725899,-0.719936608969,0.830735378269,0.169264621731,0.944870536844,-0.00172263753568,0.00100200400802
158,158,None,0,0.0105713487444,-0.0116570821952,0.99743118429,0.00256881571,0.927843285934,-0.0304044095988,0.00100200400802
159,159,None,1,1.68131182287e-05,-1.87315024101,0.217846453463,0.782153546537,0.790914844463,0.0833738350507,0.00100200400802
160,160,None,4,4.53917156915e-07,-3.35073546831,0.643463082674,0.356536917326,0.644217947057,0.190454367569,0.00100200400802
161,161,None,2,5.01151461119e-05,-2.27342301233,0.642789525099,0.357210474901,0.790215200135,0.0760477458713,0.00100200400802
162,162,None,2,3.04822917042e-05,-2.36127516311,0.348611084868,0.651388915132,0.727424545549,0.116066214682,0.00100200400802
163,163,None,2,1.01240059324e-05,-2.67924148483,0.36948311538,0.63051688462,0.83790255099,0.0968038758636,0.00100200400802
164,164,None,4,0.000182117607219,-1.21199650629,0.830526669965,0.169473330035,0.868344423813,0.042855962916,0.00100200400802
165,165,None,0,0.000522498580187,-0.0588468004451,0.992151223176,0.007848776824,0.619722155004,0.185894345111,0.00100200400802
166,166,None,2,6.30244410498e-05,-2.41466301686,0.518566202001,0.481433797999,0.719752444252,0.151974322582,0.00100200400802
167,167,None,3,5.24027156381e-05,-1.34197432239,0.162584057467,0.837415942533,0.705652356086,0.136704699018,0.00100200400802
168,168,None,3,7.5999309246e-06,-1.73666731816,0.179582889188,0.820417110812,0.746652781595,0.130868531116,0.00100200400802
169,169,None,3,7.51021548457e-06,-1.73853698944,0.179598772092,0.820401227908,0.76445712311,0.126134020993,0.00100200400802
170,170,None,3,0.000337054247131,-0.647107451004,0.088826458372,0.911173541628,0.725524194399,0.126844347708,0.00100200400802
171,171,None,0,0.00238958656563,-0.0411283081078,0.993139819573,0.006860180427,0.748758372726,0.116482398376,0.00100200400802
172,172,None,1,3.76635105062e-08,-1.35119744623,0.086529898308,0.913470101692,0.727676051448,0.117545721637,0.00100200400802
173,173,None,2,0.000247144606774,-2.03967775424,0.433520534763,0.566479465237,0.730821691994,0.0677637352561,0.00100200400802
174,174,None,2,0.000475877005318,-1.75248045466,0.355334517398,0.644665482602,0.788575681788,0.121988901427,0.00100200400802
175,175,None,0,5.70642604839e-05,-0.463693947916,0.950050524575,0.049949475425,0.859137048639,0.082502265282,0.00100200400802
176,176,None,4,6.43114550137e-06,-1.07450157152,0.900145384801,0.099854615199,0.776912846641,0.106988327588,0.00100200400802
177,177,None,2,0.00112044028228,-1.530952892,0.34295811553,0.65704188447,0.591486351781,0.181733166704,0.00100200400802
178,178,None,1,2.29484557089e-05,-0.846255059652,0.086745359216,0.913254640784,0.879080675037,0.030310481082,0.00100200400802
179,179,None,2,0.000304068809626,-1.83966771969,0.348898603192,0.651101396808,0.696747196713,0.126525986818,0.00100200400802
180,180,None,0,8.69910029486e-05,-2.30235765558,0.561243716207,0.438756283793,0.728608338409,0.120129876789,0.00100200400802
181,181,None,3,0.000307072877168,-1.30396646002,0.202030003492,0.797969996508,0.798614695529,0.0862575704596,0.00100200400802
182,182,None,2,0.000597039785158,-1.65862387901,0.336990852357,0.663009147643,0.7676152643,0.0787172202095,0.00100200400802
183,183,None,3,0.000722079887302,-0.463979260071,0.068890072767,0.931109927233,0.708860547255,0.112060912546,0.00100200400802
184,184,None,2,4.42126706167e-06,-2.79987151086,0.348655518763,0.651344481237,0.92601470376,0.0422981440122,0.00100200400802
185,185,None,3,4.59394162973e-08,-2.91062402538,0.221194753973,0.778805246027,0.834170882699,0.0779887082402,0.00100200400802
186,186,None,0,0.000322086966319,-0.167969329644,0.978654449933,0.021345550067,0.806595100635,0.120176188954,0.00100200400802
187,187,None,2,3.16153962788e-05,-2.21640997128,0.310001717556,0.689998282444,0.685069143946,0.130777232935,0.00100200400802
188,188,None,4,0.000639411321023,-0.845110963065,0.86755475484,0.13244524516,0.776025500851,0.076082557029,0.00100200400802
189,189,None,1,3.82378400572e-06,-2.03814930723,0.205701278201,0.794298721799,0.7724514599,0.143238221065,0.00100200400802
190,190,None,1,0.000480992653317,-0.680301001269,0.098812529276,0.901187470724,0.49135144054,0.233175841386,0.00100200400802
191,191,None,4,0.00237891384183,-0.768864359179,0.850325551924,0.149674448076,0.77934555119,0.102810097015,0.00100200400802
192,192,None,3,0.0178967116185,-0.0100419040421,0.002502299,0.997497701,0.698494810902,-0.786680787953,0.00100200400802
193,193,None,0,8.83548112139e-08,-0.130371392431,0.991907660607,0.008092339393,0.77070037724,0.0732332883044,0.00100200400802
194,194,None,2,8.38096320796e-05,-2.25834005022,0.402956808395,0.597043191605,0.867424661178,0.0592755773497,0.00100200400802
195,195,None,0,0.000401406093892,-0.276009580363,0.96336495394,0.03663504606,0.809449884953,0.0959924858273,0.00100200400802
196,196,None,4,0.00173352607534,-0.88084145835,0.83384215366,0.16615784634,0.624292278438,0.178216679928,0.00100200400802
197,197,None,0,0.0018785409139,-0.0447672907393,0.992816739606,0.007183260394,0.569362398163,0.1878774954,0.00100200400802
198,198,None,3,0.000205847536358,-0.552818389534,0.070030849246,0.929969150754,0.690842662307,0.212646492659,0.00100200400802
199,199,None,0,0.000134501902991,-1.5907780702,0.767470100926,0.232529899074,0.637535985226,0.194194023717,0.00100200400802
200,200,None,2,7.63128093379e-06,-2.89622939783,0.435130654324,0.564869345676,0.806188401664,0.13631901231,0.00100200400802
201,201,None,0,0.00119322640911,-0.0561957718561,0.991580428001,0.008419571999,0.634772121247,0.143013965714,0.00100200400802
202,202,None,3,4.22173690806e-05,-0.680276093759,0.072842839334,0.927157160666,0.90330622515,0.0438239830104,0.00100200400802
203,203,None,4,5.20177001766e-06,-2.81361435205,0.636898058641,0.363101941359,0.859999427576,0.0544423854753,0.00100200400802
204,204,None,4,5.44004757934e-06,-2.80412767161,0.636635326153,0.363364673847,0.90218034026,0.0257239478873,0.00100200400802
205,205,None,3,0.00126201317485,-0.327120647988,0.05167700598,0.94832299402,0.769544394635,0.0953190893095,0.00100200400802
206,206,None,2,0.000346604055251,-1.72704141487,0.317696574561,0.682303425439,0.77153085679,0.118411894678,0.00100200400802
207,207,None,3,8.11658956947e-07,-2.09575384858,0.182885733692,0.817114266308,0.622556605718,0.168596598699,0.00100200400802
208,208,None,2,0.000330452683526,-1.63187063754,0.284595450307,0.715404549693,0.749455636928,0.153938802481,0.00100200400802
209,209,None,2,0.00123443528838,-1.53541150751,0.3559989733,0.6440010267,0.934582153948,0.0215487637051,0.00100200400802
210,210,None,2,5.6036353226e-05,-1.93223411173,0.729394806192,0.270605193808,0.78723540992,0.0911164245076,0.00100200400802
211,211,None,0,0.000121116636975,-2.25468580008,0.500607971256,0.499392028744,0.766055238538,0.101968599101,0.00100200400802
212,212,None,0,1.33170588125e-07,-0.163337765894,0.989574124996,0.010425875004,0.833038483836,0.059814199097,0.00100200400802
213,213,None,3,3.82792006157e-06,-1.16505735156,0.104279051272,0.895720948728,0.858953898933,0.0511829387426,0.00100200400802
214,214,None,0,0.000275681790192,-0.293362266704,0.962825888915,0.037174111085,0.789350328646,0.112153464545,0.00100200400802
215,215,None,0,0.000220255405489,-1.76668432719,0.700494432602,0.299505567398,0.544536782486,0.208884901172,0.00100200400802
216,216,None,0,5.73209868287e-06,-2.49141416517,0.70874976642,0.29125023358,0.792363412328,0.127663807761,0.00100200400802
217,217,None,1,0.00421729821758,-0.430877441558,0.086226809535,0.913773190465,0.817206637735,0.0412194860096,0.00100200400802
218,218,None,4,0.000563859269908,-1.15553422835,0.809081528086,0.190918471914,0.870114921379,0.128964619661,0.00100200400802
219,219,None,4,1.6077816546e-06,-1.24710558785,0.895624083281,0.104375916719,0.893866574063,0.0498192952674,0.00100200400802
220,220,None,2,2.39452068019e-06,-2.77326220882,0.310998613838,0.689001386162,0.613974187783,0.190062662314,0.00100200400802
221,221,None,2,0.00105759992864,-1.55098173492,0.346255917268,0.653744082732,0.633483612191,0.178450111011,0.00100200400802
222,222,None,0,0.000140175598987,-1.71874908798,0.737246845979,0.262753154021,0.637644259211,0.184293962242,0.00100200400802
223,223,None,0,0.000153353220008,-0.0635863588665,0.992706910105,0.007293089895,0.690547492766,0.141186623746,0.00100200400802
224,224,None,0,0.000176878575442,-2.10380643205,0.580654893631,0.419345106369,0.684229995836,0.154356101501,0.00100200400802
225,225,None,2,3.4981164745e-05,-2.50575852795,0.423903331813,0.576096668187,0.795247144124,0.0563441625824,0.00100200400802
226,226,None,2,0.000138984929965,-2.06432759764,0.367483403796,0.632516596204,0.7578202203,0.11930018949,0.00100200400802
