Source,Target,Weight,Type,Energy,t,j,f,fe
366,8,0.195198448552,directed,None,0.0390396897104,-4.86450582924,1.22411096856e-07,3.52559820354e-10
8,391,0.147280812009,directed,None,0.0294561624018,4.22129282878,1.4572236623e-07,6.01423920068e-11
8,504,0.191029049812,directed,None,0.0382058099625,-9.13741485374,1.88987637699e-07,4.88800012573e-11
569,8,0.175057536332,directed,None,0.0350115072664,-8.08291445864,8.05192050343e-08,2.17754929884e-10
704,8,0.0574049135531,directed,None,0.0114809827106,11.5378050778,1.93133941836e-07,3.79917272206e-10
8,749,0.0417831470374,directed,None,0.00835662940747,15.6273430818,4.13706998947e-08,6.0186472627e-11
8,791,0.176276518177,directed,None,0.0352553036354,-1.74346217123,1.745769511e-07,3.12738220445e-10
8,858,0.175569261566,directed,None,0.0351138523132,-2.92318515923,1.74434865298e-07,1.12276771875e-09
859,8,0.0594054907157,directed,None,0.0118810981431,10.6664183141,1.8147550595e-07,3.47306874715e-10
922,8,0.188884677787,directed,None,0.0377769355573,0.601773238797,1.98027382723e-07,9.71147244513e-10
942,8,0.0784396254207,directed,None,0.0156879250841,8.08604111058,1.78264521574e-07,1.04684274872e-09
984,8,0.190316925681,directed,None,0.0380633851361,0.352617084067,1.94854892974e-07,8.17584694221e-10
8,993,0.165082571162,directed,None,0.0330165142323,-3.05546532588,1.6399396928e-07,1.02379342179e-09
62,9,0.0225677858084,directed,None,0.00451355716168,17.2030567327,2.33066070118e-07,2.63617373986e-08
9,176,0.115497804746,directed,None,0.0230995609492,4.8366533357,1.14341984822e-07,5.50245165238e-09
219,9,0.177697188805,directed,None,0.0355394377611,-18.2983355682,2.67075279905e-08,4.6322114303e-23
273,9,0.0941208152801,directed,None,0.018824163056,4.5806670505,1.55222163652e-07,2.04326205463e-09
9,348,0.169894709301,directed,None,0.0339789418602,-10.5272242287,1.70213228787e-07,2.74347003329e-08
9,469,0.184025156652,directed,None,0.0368050313304,-11.2055481019,1.8206526529e-07,7.63378748649e-09
536,9,0.0331047080603,directed,None,0.00662094161206,13.5202304211,1.96231581431e-07,2.39402982004e-08
9,576,0.141293510438,directed,None,0.0282587020876,2.78879171474,1.39940501372e-07,7.31539340567e-09
9,724,0.0859824680119,directed,None,0.0171964936024,9.3309663766,8.51598694174e-08,4.45896477356e-09
60,10,0.186146429217,directed,None,0.0372292858435,-6.83067426356,1.97307491631e-06,3.29669310743e-08
10,190,0.19496777598,directed,None,0.038993555196,-1.48201386363,6.56365947691e-06,3.97197705035e-07
269,10,0.178599966829,directed,None,0.0357199933657,-5.34579430402,2.39376578893e-06,6.93984575295e-08
302,10,0.124125994121,directed,None,0.0248251988241,1.77468483332,5.37192530993e-06,9.316724506e-08
436,10,0.204949100566,directed,None,0.0409898201132,-7.86293890799,1.87344162152e-06,1.04477705042e-08
598,10,0.0853782214635,directed,None,0.0170756442927,3.96056033263,5.64780570771e-06,1.1710103406e-07
10,610,0.170245766323,directed,None,0.0340491532646,-3.94377271292,5.42321764311e-06,6.92146179855e-09
10,656,0.206677993727,directed,None,0.0413355987454,-2.78251550556,6.72477987488e-06,1.6393318343e-07
10,920,0.161568449393,directed,None,0.0323136898785,0.390516507436,5.28001421677e-06,1.53505819333e-07
932,10,0.0428381426066,directed,None,0.00856762852132,6.86700241301,5.83596159758e-06,2.74731012366e-07
949,10,0.192006694665,directed,None,0.0384013389331,-4.40013149791,3.02850077284e-06,1.23745718614e-07
212,11,0.113938090999,directed,None,0.0227876181998,6.90978216637,1.56591588474e-10,4.50656168943e-12
284,11,0.187297667931,directed,None,0.0374595335861,-6.17018484922,1.05210073081e-10,4.56383926771e-12
11,467,0.196153689627,directed,None,0.0392307379255,-7.15754651153,1.60833706431e-10,1.24303435929e-11
958,11,0.176238408456,directed,None,0.0352476816911,-1.9562911819,1.2959161973e-10,3.35994266259e-12
12,683,0.20217321583,directed,None,0.040434643166,-14.673425286,1.46382040915e-07,1.05869286825e-07
12,870,0.177850939338,directed,None,0.0355701878676,-5.83691697007,1.28405908236e-07,8.33641661467e-08
882,12,0.195460097353,directed,None,0.0390920194706,-4.86908220357,2.63301744106e-07,1.89233452973e-07
13,106,0.190340395262,directed,None,0.0380680790524,-2.69404266687,2.73483834055e-05,9.0893181995e-07
13,109,0.181995678479,directed,None,0.0363991356957,-0.807099960653,2.58032550087e-05,3.50226093415e-07
206,13,0.188163383178,directed,None,0.0376326766356,-3.42716664148,1.48120595867e-05,9.89307947419e-07
387,13,0.177151728905,directed,None,0.0354303457811,-0.391009789374,2.33654226018e-05,4.35331421395e-07
580,13,0.191081331807,directed,None,0.0382162663613,-2.57001335347,1.73836116784e-05,8.01069274853e-07
631,13,0.187525600971,directed,None,0.0375051201943,-0.33092701586,2.50859598848e-05,6.83695014288e-07
13,639,0.197820750578,directed,None,0.0395641501155,-0.594086659036,2.78337649043e-05,6.11621917365e-08
13,781,0.176930427586,directed,None,0.0353860855173,-0.598352191099,2.48950609867e-05,5.56105117574e-08
13,891,0.194366018989,directed,None,0.0388732037978,-2.13151605487,2.76157226404e-05,4.61880071047e-07
13,937,0.20777362764,directed,None,0.041554725528,-2.3924213256,2.99061941194e-05,1.07159296959e-06
135,14,0.195139106694,directed,None,0.0390278213389,-1.65104178768,1.98271360039e-05,9.00603592247e-07
294,14,0.169645789453,directed,None,0.0339291578906,-1.33872991947,1.81265232814e-05,9.22249946058e-07
14,386,0.131872780255,directed,None,0.0263745560511,1.39521702245,1.77860079453e-05,2.27891801524e-07
14,739,0.16681267157,directed,None,0.033362534314,-0.920324238357,2.43042767616e-05,2.87817669939e-06
875,14,0.20576880083,directed,None,0.041153760166,-1.65655347891,2.10430071356e-05,1.28321496246e-06
16,15,0.0931885475768,directed,None,0.0186377095154,4.24770919219,4.26493480425e-06,6.36851716397e-07
15,43,0.188494230997,directed,None,0.0376988461995,-5.49280205633,3.98525427107e-06,2.19375727019e-06
62,15,0.176975263611,directed,None,0.0353950527223,-4.81398332609,1.81522553926e-06,9.94008637001e-08
188,15,0.0555121094597,directed,None,0.0111024218919,6.46970865437,4.18175043002e-06,7.7951030638e-07
15,273,0.0185896423701,directed,None,0.00371792847403,17.0819380234,3.71147535096e-07,1.82654807427e-08
15,348,0.0349695389856,directed,None,0.00699390779711,11.7064013177,7.11112060283e-07,1.51437139416e-07
15,469,0.0343057394783,directed,None,0.00686114789566,10.9925352817,6.88892361774e-07,6.96262109863e-08
536,15,0.177396978352,directed,None,0.0354793956704,-8.63880219912,1.04436734246e-06,6.70863005747e-08
679,15,0.154482514495,directed,None,0.030896502899,0.820944450859,4.00775450192e-06,6.03132548039e-07
853,15,0.130353479568,directed,None,0.0260706959136,2.2144927379,3.6876720717e-06,4.80606574455e-08
947,15,0.169186477413,directed,None,0.0338372954827,-6.68324332757,1.42160248181e-06,1.9904370887e-07
16,62,0.0480448509392,directed,None,0.00960897018783,8.67336574645,2.18487119404e-06,2.18577662412e-07
129,16,0.193888243503,directed,None,0.0387776487007,-5.25011831986,3.94110038493e-06,2.54246231192e-07
188,16,0.114731866125,directed,None,0.0229463732249,2.59612400765,8.47837229919e-06,3.69611163574e-07
16,536,0.0270151222763,directed,None,0.00540302445526,12.1375196796,1.22708714944e-06,1.11575668177e-07
679,16,0.193311695372,directed,None,0.0386623390744,-3.51041305784,4.91969248119e-06,6.75866325272e-09
693,16,0.19827572606,directed,None,0.039655145212,-3.85067099391,5.23062741735e-06,5.14361831615e-07
16,713,0.180218274614,directed,None,0.0360436549227,-6.98486992215,8.1467924558e-06,4.37245469712e-07
16,853,0.125424318492,directed,None,0.0250848636984,2.13226396045,5.73189808426e-06,7.91515712674e-07
880,16,0.0932814675936,directed,None,0.0186562935187,3.56015752741,8.98713252679e-06,1.06751421166e-06
16,947,0.0343688342251,directed,None,0.00687376684502,10.3312249141,1.54515506534e-06,1.67258722101e-08
112,17,0.117604130528,directed,None,0.0235208261057,3.64236344443,2.90099932045e-07,3.80752534984e-08
354,17,0.178651261346,directed,None,0.0357302522692,-7.58687141298,1.35700945537e-07,8.65712304649e-09
442,17,0.180321808081,directed,None,0.0360643616161,-13.1785229179,7.76112725568e-08,3.2738511686e-09
564,17,0.18256838845,directed,None,0.0365136776901,-10.5757294602,1.01628516219e-07,4.07981551319e-09
17,593,0.182548035677,directed,None,0.0365096071354,-10.1153057884,2.87041173989e-07,2.10687366231e-08
17,600,0.189913894008,directed,None,0.0379827788017,-6.04571168364,2.99245798401e-07,2.39951705374e-08
17,665,0.193623792763,directed,None,0.0387247585526,-11.2357186813,3.00710123273e-07,9.84891998453e-09
775,17,0.174573250754,directed,None,0.0349146501509,-7.84311730022,1.23866281217e-07,8.26783923055e-10
315,18,0.0253464843694,directed,None,0.00506929687388,18.2020139896,1.63136531334e-08,5.15504115943e-12
344,18,0.122280064347,directed,None,0.0244560128695,5.00036022521,1.9326417062e-08,3.85646335483e-11
411,18,0.187934674928,directed,None,0.0375869349856,-18.2343725977,4.14415787463e-09,2.97871318634e-12
18,558,0.168999389812,directed,None,0.0337998779623,-10.9635017112,1.7278855631e-08,1.55036612597e-11
668,18,0.173412323458,directed,None,0.0346824646916,-2.80604113161,1.39701489835e-08,5.20470786633e-12
18,681,0.204742524654,directed,None,0.0409485049309,-3.01911814264,2.09491152008e-08,3.60956309239e-11
18,699,0.0232600272947,directed,None,0.00465200545894,23.7298655498,2.37648375925e-09,3.03803880007e-13
219,19,0.162101520229,directed,None,0.0324203040458,-3.76402868071,2.4363530554e-08,1.65436122511e-23
274,19,0.185481015922,directed,None,0.0370962031844,-0.760229688332,3.64956142013e-08,3.30872245021e-23
767,19,0.131788159349,directed,None,0.0263576318697,3.50540145784,3.81651129296e-08,3.30872245021e-23
20,53,0.184755553303,directed,None,0.0369511106605,0.418867327322,1.04342315094e-05,7.17655246123e-07
20,205,0.178859608028,directed,None,0.0357719216056,-0.695971755553,9.62185075775e-06,1.89742333378e-07
427,20,0.145397708796,directed,None,0.0290795417591,1.28282174292,9.97923867316e-06,2.5241839083e-09
561,20,0.157571324928,directed,None,0.0315142649856,1.05151597763,1.029157357e-05,2.50873119927e-07
715,20,0.108722322449,directed,None,0.0217444644898,2.83846504928,1.06622057011e-05,3.89298873252e-07
782,20,0.103193016937,directed,None,0.0206386033873,2.14100307387,8.73902563281e-06,2.63074246289e-07
834,20,0.176387321339,directed,None,0.0352774642679,0.55584737938,1.03878520754e-05,1.62715666682e-09
21,147,0.0981536018889,directed,None,0.0196307203778,6.77794119495,2.45623183385e-08,2.18237787767e-10
21,156,0.102033430516,directed,None,0.0204066861031,7.25631478302,2.55133254296e-08,2.0255917021e-10
21,207,0.0912630919582,directed,None,0.0182526183916,8.41026802922,2.28539647944e-08,2.22406054744e-10
293,21,0.0660112939326,directed,None,0.0132022587865,11.5847738523,4.90472493685e-08,2.51584061511e-10
336,21,0.108740689257,directed,None,0.0217481378515,5.14295231426,4.29973877183e-08,1.71077140648e-10
21,340,0.0795711715735,directed,None,0.0159142343147,11.9109195671,1.98131402274e-08,5.59267770878e-11
353,21,0.182497471941,directed,None,0.0364994943883,-1.26581351031,4.06640849235e-08,7.85063074432e-11
424,21,0.096667788505,directed,None,0.019333557701,7.89189646099,4.93740124928e-08,2.72066072976e-10
440,21,0.187950548459,directed,None,0.0375901096918,-2.67065216259,3.71232960301e-08,6.76839112666e-11
21,675,0.115978939414,directed,None,0.0231957878828,5.31381018538,2.89847901461e-08,2.11196924943e-10
21,676,0.0895073531503,directed,None,0.0179014706301,8.31854834838,2.22640635134e-08,3.45979997598e-11
21,805,0.145181737625,directed,None,0.0290363475251,2.89088212695,3.60793594172e-08,1.5616860832e-11
912,21,0.147782219313,directed,None,0.0295564438626,1.80800821355,4.30305555752e-08,9.60981118968e-12
995,21,0.0979498795955,directed,None,0.0195899759191,6.00901697825,4.20850384929e-08,1.10014268663e-10
120,22,0.163830263818,directed,None,0.0327660527636,-0.319177138669,6.67325813317e-06,6.67325813317e-06
134,22,0.182235628122,directed,None,0.0364471256244,-0.350912704424,7.83406426897e-06,7.83406426897e-06
153,22,0.150701417206,directed,None,0.0301402834411,-0.224401304589,6.70218315961e-06,6.70218315961e-06
552,22,0.184602693902,directed,None,0.0369205387803,-0.66752762085,1.26737844611e-05,1.26737844611e-05
694,22,0.190154004439,directed,None,0.0380308008879,-0.25076527774,7.5928383165e-06,7.5928383165e-06
725,22,0.211648925064,directed,None,0.0423297850129,-0.352793420556,8.93415919503e-06,8.93415919503e-06
813,22,0.195733337994,directed,None,0.0391466675987,-1.33835170919,7.33193450568e-06,7.33193450568e-06
921,22,0.197190201536,directed,None,0.0394380403072,-0.691670872274,1.4621718687e-05,1.4621718687e-05
23,162,0.18384153402,directed,None,0.0367683068041,-9.97109734386,4.07849781162e-07,8.87178323303e-09
233,23,0.187351460457,directed,None,0.0374702920914,-16.4468254378,7.82782193336e-08,2.56835557716e-09
23,240,0.169526620773,directed,None,0.0339053241547,-3.75170246132,3.73602163841e-07,4.38707495299e-09
403,23,0.189432662402,directed,None,0.0378865324804,-18.8266200804,6.26899032987e-08,3.11566019018e-09
23,524,0.208050023895,directed,None,0.041610004779,-9.19852418719,4.61302467714e-07,9.65381729829e-09
657,23,0.178729740281,directed,None,0.0357459480562,-8.30036160431,1.70947109395e-07,8.93112926676e-09
869,23,0.174735514105,directed,None,0.034947102821,-14.707297388,8.66509884002e-08,4.25346720069e-09
975,23,0.0893931227943,directed,None,0.0178786245589,6.46645332455,3.98343132983e-07,4.04406324833e-09
378,24,0.0636953346537,directed,None,0.0127390669307,6.85595853503,2.4990395419e-06,1.2435857731e-07
404,24,0.111235942141,directed,None,0.0222471884281,4.36329996199,3.19865967373e-06,1.48451783749e-06
24,468,0.11615225355,directed,None,0.0232304507099,2.79456021299,1.87459977603e-06,3.28334608405e-07
502,24,0.192419693126,directed,None,0.0384839386252,0.454090352575,2.92653945978e-06,2.87441894309e-07
24,549,0.186332983502,directed,None,0.0372665967004,-2.08029833296,3.38420490894e-06,1.02648071387e-06
680,24,0.175752934217,directed,None,0.0351505868435,0.236180854116,2.60182099618e-06,2.59935508167e-07
24,794,0.0649659320209,directed,None,0.0129931864042,8.35161174248,1.4240009653e-06,6.81493679321e-07
796,24,0.140099025311,directed,None,0.0280198050623,2.2734330592,2.72339198689e-06,2.801784877e-07
24,904,0.166143385802,directed,None,0.0332286771605,0.586317673686,3.75990329023e-06,1.89952353338e-06
938,24,0.109307724352,directed,None,0.0218615448704,3.6124789749,2.78444448091e-06,1.09506682997e-06
986,24,0.163987804752,directed,None,0.0327975609505,-1.27738507148,2.04448962079e-06,4.04333399988e-07
73,25,0.194948016734,directed,None,0.0389896033467,-0.475281724401,3.33184605006e-05,1.01851785387e-06
25,317,0.172596982094,directed,None,0.0345193964187,-1.07779191712,3.21820456673e-05,6.05328346999e-07
346,25,0.17206427129,directed,None,0.034412854258,-1.68281108554,2.34208555925e-05,6.44304565517e-07
25,352,0.190726611691,directed,None,0.0381453223382,-1.29961962666,3.54327480904e-05,4.64157128812e-07
409,25,0.133236378684,directed,None,0.0266472757369,2.25829328521,3.85062194767e-05,9.8868892824e-07
25,480,0.159251755916,directed,None,0.0318503511832,1.0053840644,2.95877809144e-05,3.91282407393e-07
25,595,0.16744222185,directed,None,0.0334884443699,-1.18209699074,3.1238920154e-05,6.15695088007e-07
650,25,0.235482115806,directed,None,0.0470964231613,-4.11219258687,2.11107615815e-05,1.16032537734e-07
25,721,0.189199215412,directed,None,0.0378398430825,0.0755510433541,3.52789826008e-05,6.65641905261e-07
25,744,0.178841481284,directed,None,0.0357682962568,0.690745344229,3.29503431272e-05,2.04772691794e-09
26,78,0.0680588753724,directed,None,0.0136117750745,11.7011868781,6.82519527828e-08,4.62172280058e-10
83,26,0.189237570492,directed,None,0.0378475140984,-5.59228998433,1.11542300867e-07,5.76034788615e-11
220,26,0.188220603716,directed,None,0.0376441207433,-7.04801853073,9.67575676509e-08,2.65107777519e-10
307,26,0.0673408291102,directed,None,0.013468165822,8.4702822062,1.63023802537e-07,9.40146017912e-10
26,319,0.199035112321,directed,None,0.0398070224641,-7.03419869271,2.00209893859e-07,2.2378943885e-09
366,26,0.193861061753,directed,None,0.0387722123506,-4.9570685289,1.21501766677e-07,2.47596369153e-10
26,391,0.137181134052,directed,None,0.0274362268104,4.29395183665,1.37047540801e-07,1.72189226556e-10
26,504,0.195946048991,directed,None,0.0391892097983,-9.07006437829,1.9573446596e-07,2.1579176175e-10
569,26,0.189371874512,directed,None,0.0378743749024,-8.23573116114,8.70525951081e-08,1.62083881948e-10
704,26,0.0599488313847,directed,None,0.0119897662769,11.4903972246,2.01575542223e-07,2.26574500141e-10
26,749,0.0426182228678,directed,None,0.00852364457356,15.7562671692,4.26072859156e-08,9.78957880217e-11
26,791,0.187203726282,directed,None,0.0374407452564,-1.65538482424,1.87199094314e-07,4.93071763984e-10
793,26,0.175613456012,directed,None,0.0351226912025,0.370376213098,1.81803888299e-07,7.79950667662e-10
26,858,0.194016016017,directed,None,0.0388032032033,-2.85422965468,1.94634223801e-07,1.41600635414e-09
859,26,0.0639392846467,directed,None,0.0127878569293,10.6491485068,1.95212120567e-07,2.09003748185e-10
922,26,0.178456721965,directed,None,0.0356913443931,0.498806988125,1.86985963743e-07,7.59814960592e-10
929,26,0.0509244284901,directed,None,0.010184885698,11.8210225591,1.81599904427e-07,1.33470459099e-09
942,26,0.0798797032444,directed,None,0.0159759406489,8.00167928975,1.81431807648e-07,9.13075700987e-10
984,26,0.184607995069,directed,None,0.0369215990137,0.251760345443,1.88900012097e-07,6.33692821499e-10
26,993,0.179235547314,directed,None,0.0358471094628,-2.98361370455,1.79782581805e-07,1.27315769855e-09
84,27,0.203453127137,directed,None,0.0406906254275,-5.37321996414,7.95961667161e-08,3.85820989071e-10
27,163,0.191922385916,directed,None,0.0383844771832,-12.9893047964,1.212436633e-07,4.54807891084e-10
345,27,0.204348636327,directed,None,0.0408697272654,-3.80615212836,9.18804725274e-08,3.00475802517e-10
27,545,0.182127919306,directed,None,0.0364255838613,-11.6912139078,1.15037057752e-07,4.01315352342e-10
773,27,0.177148736503,directed,None,0.0354297473006,-14.0519340447,3.15026637328e-08,1.69826452274e-10
28,57,0.175281824507,directed,None,0.0350563649014,-3.86509971306,5.67095133325e-07,1.03882296226e-07
90,28,0.164910328262,directed,None,0.0329820656524,-11.9196142773,1.83656188801e-07,6.84087554516e-08
28,418,0.172844100799,directed,None,0.0345688201598,-7.3795348308,5.2711311643e-07,1.69499496226e-08
483,28,0.183518852682,directed,None,0.0367037705365,-5.6445239554,3.97818820128e-07,1.46227649943e-07
541,28,0.0946610744091,directed,None,0.0189322148818,5.27269496212,5.56743119285e-07,6.59012251968e-08
28,627,0.180902390054,directed,None,0.0361804780109,-2.57697930416,5.75440667274e-07,8.10068925745e-08
28,856,0.196554025817,directed,None,0.0393108051634,-2.52492127527,6.21729690574e-07,7.86984921633e-08
97,29,0.165109901282,directed,None,0.0330219802564,1.96064075118,2.63035753384e-06,3.80495498282e-07
151,29,0.059348119888,directed,None,0.0118696239776,6.84145783667,2.16499628651e-06,1.98343624862e-07
29,227,0.104606346727,directed,None,0.0209212693454,3.41263267668,1.50681289583e-06,2.8905241738e-07
29,235,0.165747863563,directed,None,0.0331495727126,0.941440202394,2.35738973227e-06,4.24151447033e-07
359,29,0.198552567375,directed,None,0.0397105134751,-0.461047037876,2.26275092225e-06,3.1643575422e-07
29,389,0.208507744705,directed,None,0.0417015489409,-2.39959376599,2.69314689183e-06,2.27665886623e-07
416,29,0.180415709517,directed,None,0.0360831419033,-9.75215477681,5.68188458408e-07,1.94792275366e-08
29,452,0.168020213988,directed,None,0.0336040427976,-3.89691052323,2.04296655009e-06,4.05785609357e-08
453,29,0.124180940418,directed,None,0.0248361880835,2.6245220198,2.1823874304e-06,1.39579647733e-07
512,29,0.0776903654562,directed,None,0.0155380730912,5.39766491848,2.14209206863e-06,1.3714221746e-09
29,718,0.144853733124,directed,None,0.0289707466248,2.36750619449,1.81547448887e-06,9.58388565336e-08
943,29,0.186518212434,directed,None,0.0373036424868,-9.95100312048,5.75366535327e-07,2.15819936292e-08
79,30,0.173018784911,directed,None,0.0346037569821,-0.532742690649,4.4786206587e-06,7.18783988594e-08
30,92,0.204649858137,directed,None,0.0409299716274,-4.26373058891,5.93498718846e-06,1.26607380631e-06
101,30,0.181994141359,directed,None,0.0363988282719,-1.87270838875,4.12074059337e-06,3.50534102838e-07
199,30,0.193360029337,directed,None,0.0386720058674,-1.06457690118,4.66211773122e-06,8.97219942584e-08
222,30,0.203436287964,directed,None,0.0406872575928,-0.775839901148,5.77641094683e-06,9.60250127225e-07
297,30,0.166057249322,directed,None,0.0332114498644,0.183642996897,5.14032138093e-06,5.6760720648e-07
30,741,0.203436287964,directed,None,0.0406872575928,-0.784690755385,5.74168579964e-06,5.68383534208e-07
893,30,0.181375737981,directed,None,0.0362751475962,-0.450376813864,5.3887958363e-06,9.01682712636e-07
30,953,0.211157555592,directed,None,0.0422315111184,-2.31591698351,6.07810124746e-06,1.10721720186e-06
49,31,0.0658998824925,directed,None,0.0131799764985,9.38102278598,3.08416230987e-07,7.34193505441e-09
527,31,0.173922764859,directed,None,0.0347845529718,-16.5947111215,5.59395652993e-08,6.3112430518e-10
729,31,0.142169994038,directed,None,0.0284339988076,2.25446579766,2.98347250355e-07,5.89416494918e-09
31,899,0.181524392165,directed,None,0.0363048784329,-13.6659107161,3.05875098201e-07,7.40149409482e-09
31,907,0.0363694655393,directed,None,0.00727389310786,15.6081979118,6.09513560396e-08,9.64411128345e-10
