3.17137  1  1  1  1  1
-1.52392  1  1  1  1  1
2.27908  1  1  1  1  1
-2.0452  1  1  1  1  1
-1.94548  1  1  1  1  1
2.55317  1  1  1  1  1
-1.78144  1  1  1  1  1
0.976388  1  1  1  1  1
0.486985  1  1  1  1  1
-1.62891  1  1  1  1  1
3.36376  1  1  1  1  1
0.121223  1  1  1  1  1
-1.93729  1  1  1  1  1
-1.93781  1  1  1  1  1
-1.26155  1  1  1  1  1
-1.67151  1  1  1  1  1
0.702162  1  1  1  1  1
1.73247  1  1  1  1  1
1.40074  1  1  1  1  1
-2.2629  1  1  1  1  1
1.57652  1  1  1  1  1
-3.94739  1  1  1  1  1
0.536262  1  1  1  1  1
-0.679341  1  1  1  1  1
-2.07137  1  1  1  1  1
0.970823  1  1  1  1  1
1.29134  1  1  1  1  1
0.369562  1  1  1  1  1
-0.965177  1  1  1  1  1
-1.10915  1  1  1  1  1
0.71153  1  1  1  1  1
-0.697264  1  1  1  1  1
2.02161  1  1  1  1  1
2.69694  1  1  1  1  1
-1.69601  1  1  1  1  1
-1.20539  1  1  1  1  1
-0.677971  1  1  1  1  1
-1.58224  1  1  1  1  1
1.00007  1  1  1  1  1
2.9352  1  1  1  1  1
-1.7182  1  1  1  1  1
-1.07467  1  1  1  1  1
-1.81188  1  1  1  1  1
1.59678  1  1  1  1  1
1.20006  1  1  1  1  1
-1.88754  1  1  1  1  1
-0.0259696  1  1  1  1  1
-2.0418  1  1  1  1  1
0.102606  1  1  1  1  1
1.14094  1  1  1  1  1
2.57568  1  1  1  1  1
-0.219101  1  1  1  1  1
-2.21528  1  1  1  1  1
1.29309  1  1  1  1  1
-2.33808  1  1  1  1  1
-0.719403  1  1  1  1  1
0.118007  1  1  1  1  1
-0.826523  1  1  1  1  1
-0.0374957  1  1  1  1  1
-0.977242  1  1  1  1  1
1.31667  1  1  1  1  1
-0.84092  1  1  1  1  1
-1.30155  1  1  1  1  1
2.36654  1  1  1  1  1
0.632266  1  1  1  1  1
2.89203  1  1  1  1  1
-0.458059  1  1  1  1  1
-1.98345  1  1  1  1  1
0.606653  1  1  1  1  1
-2.77022  1  1  1  1  1
-2.79585  1  1  1  1  1
0.369145  1  1  1  1  1
-2.02025  1  1  1  1  1
-1.73199  1  1  1  1  1
-2.53773  1  1  1  1  1
-0.383996  1  1  1  1  1
-3.44748  1  1  1  1  1
1.61909  1  1  1  1  1
-1.06416  1  1  1  1  1
-2.45593  1  1  1  1  1
-1.69616  1  1  1  1  1
4.4674  1  1  1  1  1
1.28276  1  1  1  1  1
1.57467  1  1  1  1  1
-1.24856  1  1  1  1  1
-1.14812  1  1  1  1  1
1.72035  1  1  1  1  1
-3.52056  1  1  1  1  1
-1.64317  1  1  1  1  1
1.11549  1  1  1  1  1
-1.02463  1  1  1  1  1
-1.49602  1  1  1  1  1
-0.860052  1  1  1  1  1
-1.63315  1  1  1  1  1
-0.873094  1  1  1  1  1
-2.24739  1  1  1  1  1
-1.12624  1  1  1  1  1
3.92661  1  1  1  1  1
-1.05911  1  1  1  1  1
0.647274  1  1  1  1  1
-0.952133  1  1  1  1  1
1.24362  1  1  1  1  1
-2.17626  1  1  1  1  1
0.0921402  1  1  1  1  1
0.157406  1  1  1  1  1
-2.24475  1  1  1  1  1
-2.84764  1  1  1  1  1
-0.81497  1  1  1  1  1
-2.02392  1  1  1  1  1
-2.51601  1  1  1  1  1
-1.7944  1  1  1  1  1
0.47949  1  1  1  1  1
-3.3522  1  1  1  1  1
1.66041  1  1  1  1  1
-1.12036  1  1  1  1  1
-1.51895  1  1  1  1  1
-1.16265  1  1  1  1  1
-2.19193  1  1  1  1  1
-0.20946  1  1  1  1  1
-3.85996  1  1  1  1  1
2.48924  1  1  1  1  1
1.99441  1  1  1  1  1
-2.47323  1  1  1  1  1
1.05722  1  1  1  1  1
-2.28648  1  1  1  1  1
-0.425188  1  1  1  1  1
1.98023  1  1  1  1  1
-2.47818  1  1  1  1  1
-1.1681  1  1  1  1  1
-1.18542  1  1  1  1  1
-0.990371  1  1  1  1  1
-3.39778  1  1  1  1  1
-2.23809  1  1  1  1  1
-3.85578  1  1  1  1  1
-1.76725  1  1  1  1  1
-2.31714  1  1  1  1  1
-2.02033  1  1  1  1  1
-2.43718  1  1  1  1  1
-1.63642  1  1  1  1  1
0.00048394  1  1  1  1  1
-0.983366  1  1  1  1  1
-1.27559  1  1  1  1  1
3.22843  1  1  1  1  1
-0.920482  1  1  1  1  1
-2.40764  1  1  1  1  1
3.68361  1  1  1  1  1
1.92345  1  1  1  1  1
-1.24637  1  1  1  1  1
-1.74069  1  1  1  1  1
-1.01837  1  1  1  1  1
-1.62019  1  1  1  1  1
-2.36371  1  1  1  1  1
-3.88345  1  1  1  1  1
-1.19163  1  1  1  1  1
-0.306414  1  1  1  1  1
1.94551  1  1  1  1  1
-3.26669  1  1  1  1  1
-3.60433  1  1  1  1  1
0.210366  1  1  1  1  1
2.34867  1  1  1  1  1
