7 159
103 548
160 115
139 107
120 550
159 554
555 120
139 1
108 205
120 7
107 120
108 120
107 108
107 206
115 120
107 123
120 123
98 572
107 207
107 140
596 107
107 109
123 140
140 207
203 612
58 616
366 84
141 120
115 367
368 115
161 98
116 112
121 369
34 208
370 124
74 371
372 87
209 373
115 374
125 375
100 376
8 377
162 115
206 115
140 139
162 126
162 103
103 115
378 11
120 211
379 11
113 127
112 380
381 98
123 139
382 1
123 212
126 115
109 139
211 213
213 120
383 1
5 384
385 121
40 386
387 208
83 388
117 389
98 390
79 31
209 31
115 391
128 107
128 120
114 392
214 393
11 394
395 87
87 396
17 397
34 7
83 398
142 399
143 400
98 401
34 402
403 34
98 404
88 405
10 7
10 34
59 406
119 407
87 7
85 408
409 98
163 410
88 411
412 164
413 91
99 414
415 95
416 130
417 1
10 215
88 418
419 8
420 102
84 421
91 92
1 422
423 27
106 107
108 106
107 216
128 131
160 103
103 131
165 107
106 424
217 128
131 217
425 132
426 106
106 132
98 106
218 132
165 218
131 106
106 219
166 219
220 106
220 107
142 133
103 142
427 133
133 106
428 88
113 106
131 113
221 132
98 167
166 106
106 429
430 1
71 431
432 17
118 106
433 115
1 127
434 72
435 27
436 222
437 11
223 12
135 438
1 439
114 109
133 168
115 168
168 96
216 106
88 114
88 110
88 96
440 11
441 97
442 110
443 110
444 212
88 169
121 445
170 446
447 17
17 448
163 449
88 450
224 96
224 225
88 225
451 144
452 111
76 48
16 453
29 11
454 11
226 456
226 115
115 455
94 457
227 458
228 459
460 84
4 98
229 88
108 4
1 98
108 1
461 230
462 126
106 463
1 464
88 465
112 231
223 466
232 467
230 11
468 11
106 114
111 106
108 111
233 115
233 106
83 469
11 470
110 471
472 100
473 29
474 122
98 475
476 110
115 477
478 234
1 111
119 116
167 221
479 167
2 1
480 110
4 1
3 4
98 481
482 98
118 483
5 118
106 1
1 235
145 1
11 484
31 485
7 79
6 486
7 6
487 110
236 488
15 236
166 1
98 489
490 159
237 235
143 34
90 143
89 90
491 55
237 238
239 89
238 112
112 240
112 239
110 1
98 110
241 98
34 8
8 241
171 113
242 171
492 242
98 113
4 113
8 7
9 7
8 9
11 8
243 11
243 145
8 171
10 11
110 172
8 94
60 59
129 121
98 129
