             0                      93704288                                       2689507192.3514455112                -8082856.0320099699       10.8054822748
             1                     193438958                                       5404723836.4446450793               -16680771.2621548051       -2.5655514588
             2                      20184642                                        558302718.1686277929                -1741908.5991992487       -0.3268949484
             3                      94364941                                       2799898230.4151993445                -8147562.2491874421       13.2955092769
             4                     158533922                                       4467461652.2156535201               -13662952.7005894814       -1.7012624231
             5                      18395349                                        532254688.1667715521                -1583828.6409381222       10.8054822748
             6                     113373774                                       3266631516.8811770536                -9757470.7294015215       10.8054822748
             7                      27820023                                        779791090.7880794503                -2390834.1208844556       -0.3268949485
             8                      39361404                                       1109991524.4381245858                -3393686.7979902077       12.2359550253
             9                     251320903                                       7273213326.9765663650               -21694832.9218895234       -0.3268949484
            10                      49740482                                       1392569766.0549289166                -4286059.0472146787       11.0568527666
            11                     214258580                                       6130836454.8423932493               -18467580.7708786805       11.9211418023
            12                      62936702                                       1731676302.2259763608                -5421530.4733566764       -1.7012624231
            13                     138777568                                       4064719902.6213627472               -11959127.0788231051       -0.3268949485
            14                     146610633                                       4089143644.6566761322               -12632990.0861107260       -0.3268949485
            15                     118431014                                       3501398290.7860085464               -10199873.0339452048       -1.3864492001
            16                      65145755                                       2082401578.0325049631                -5622538.6232770946       -0.3268949485
            17                       8600760                                        249368015.4052454857                 -743658.6973523992       -0.3268949485
            18                     101114929                                       2846935409.8174513865                -8712202.7520847227       13.1120959027
            19                      24938064                                        729174026.8983214726                -2152531.1924603305       13.2955092769
            20                      36277834                                       1025529255.3918253797                -3128420.4854677942       12.2359550253
            21                     179461467                                       5143330735.0224028043               -15474607.1336818159       -0.3268949485
            22                      68469504                                       2200402933.1731731805                -5899460.9672075322       12.2359550253
            23                     243183327                                       7069553713.6255307421               -20996308.0546157033       13.2955092769
            24                      82289526                                       2310000946.8754033297                -7087247.2735341267       -0.3268949484
            25                      69674503                                       1905537233.8266852750                -6008260.6331828646       -0.3268949485
            26                      44205402                                       1327650252.2953066165                -3807117.6199576089       12.2359550253
            27                     285643271                                       8325973738.9937504842               -24645876.1556065835       -0.3268949485
            28                      30099389                                        838506245.9479121544                -2591219.0926726138       -1.3864492001
            29                     112457253                                       3181361433.2773352633                -9697354.3710525675       10.8054822748
            30                     139884378                                       4053085163.4719719607               -12046320.9084053866       -0.3268949484
            31                      86748680                                       2474651228.6935666485                -7468391.9089833322       -0.3268949484
            32                      19671688                                        605629347.8650454779                -1693726.1466740582       -0.3268949484
            33                      25220945                                        710847063.2779023811                -2173256.7738832510       -0.3268949485
            34                     121096578                                       3561258736.9184910897               -10423496.3611185280       -0.3268949484
            35                      81574005                                       2356706863.2024271239                -7034829.1714674452       -1.3864492001
            36                     164129854                                       4663628309.2746105562               -14153851.7520978988       -0.3268949485
            37                      89381816                                       2609778830.9623450595                -7703437.1050539988       -1.3864492001
            38                     255879946                                       7380418181.0908958497               -22085156.5085397784       -0.3268949485
            39                       3192283                                         87660604.3392638530                 -273987.1122353249       -0.3268949485
            40                      82853179                                       2355389073.6718599424                -7139944.0555825187       -0.3268949485
            41                      20585031                                        667493485.2129839139                -1776225.1190335311       10.8054822748
            42                       9906090                                        275561237.2120428156                 -855194.6480052326       -0.3268949485
            43                      19673865                                        558652751.5710652073                -1693731.5140049294       -3.4753798461
            44                     192098711                                       5459707089.0544455415               -16567215.0334589294       -0.3268949485
            45                      15642509                                        415405683.0001051388                -1347969.0151222567       -0.3268949484
            46                      13975049                                        421454418.2717578829                -1211051.4503751446       -1.3864492001
            47                      54361877                                       1509773383.7835113050                -4680896.8971664514       -0.3268949484
            48                      86247782                                       2557430937.4231172453                -7436319.3853626556       13.2955092769
            49                       5227474                                        152584488.1550788678                 -449984.2681663740       -1.7012624231
            50                     141141081                                       4162699617.4741981318               -12159991.6892224158       -0.3268949484
            51                      33594752                                        948785399.2055304108                -2897494.6927083841       -0.3268949485
            52                      10645212                                        286183114.4219951325                 -915999.3153196020       -1.7012624231
            53                      30862099                                        870555391.8270519706                -2662898.6782295028       -0.3268949484
            54                     328026726                                       9285090099.2178362738               -28258953.9897297597       -1.7012624231
            55                      64698687                                       1830123844.6265826230                -5575628.1614782214       -0.3268949484
            56                     304310001                                       8841270520.7550562369               -26226505.6415903117       12.2359550253
            57                      43496204                                       1178566294.0911253808                -3748669.1952096754       -0.3268949484
            58                      12577706                                        361615771.8777130967                -1087555.8941733053       -0.3268949485
            59                       9132846                                        258742154.1492864419                 -789107.2159215088       -0.3268949485
            60                     191724128                                       5591424817.8635064303               -16543409.5367050439       -1.7012624231
            61                      81064729                                       2290511056.6975371446                -6983049.1845967827       10.8054822748
            62                     126420868                                       3711578154.0518942389               -10898044.8644100554       10.8054822748
            63                      35436876                                        960799551.1320674587                -3054979.9118461788       -0.3268949484
            64                      29576671                                        864142891.8465171311                -2550561.3037869462       -1.3864492001
            65                     259213186                                       7838120961.2520616865               -22331446.7253427829       -1.7012624230
            66                      54180657                                       1587073708.8567704845                -4664498.4175618841       -0.3268949485
            67                      53807264                                       1562134496.1273308616                -4641120.5793009719       -0.3268949485
            68                      15708647                                        466026096.8144128101                -1351921.2447245616       -0.3268949485
            69                      61426516                                       1802882133.4167522229                -5300678.1086289428       -0.3268949484
            70                      84717959                                       2357218266.1216982950                -7295340.1491932381        9.7459280232
            71                      31720992                                        881472955.5013486953                -2741260.7992617313       12.0525416511
            72                       1792123                                         47522212.5217972038                 -154535.6675996098       -0.3268949485
            73                      61995728                                       1725536777.8814863391                -5336472.5242468070       -0.3268949485
            74                      11266344                                        299604997.0014657085                 -972299.4989453056       -0.3268949485
            75                      26296736                                        697801659.7064549503                -2266078.6346385269       13.2955092769
            76                      48433740                                       1510938562.2115023809                -4191823.2360340322       -0.3268949485
            77                      69811513                                       1944199860.7669585450                -6025414.9214156132       -1.3864492001
            78                     246192240                                       7067917451.7372094225               -21237168.1448145939       -1.3864492001
            79                      87806547                                       2607397301.3025310503                -7568523.2052649281       13.1120959028
            80                      51943810                                       1489381636.0381949944                -4472915.5507549782       -0.3268949485
            81                      93940527                                       2763483932.9899312307                -8089492.8814222621       13.2955092769
            82                      63001857                                       1682924603.2786702843                -5433884.4838485302       13.2955092769
            83                      88701262                                       2490495001.6778957206                -7641658.2185099982       -0.3268949484
            84                      20603991                                        555770853.1087659828                -1770627.2033177578       -0.3268949485
            85                     104475180                                       3140816585.5784879292                -9018003.7831212356       -0.3268949485
            86                      36102756                                       1065639374.2439516181                -3113059.6214552169       -1.3864492001
            87                      91757888                                       2715562547.9589162222                -7901930.6688163441       11.0568527666
            88                       1551311                                         37417288.2942992748                 -133378.6189955134       -1.3864492001
            89                      61027323                                       1706203204.1932163327                -5252606.8948388380       -0.3268949485
            90                      69803034                                       1963773888.2251339464                -6030752.8168158113       -1.3864492001
            91                      39400446                                       1122135135.7883322643                -3391883.6501515787       -0.3268949485
            92                      64035219                                       1758847910.3114894478                -5511733.9704810805       12.2359550253
            93                      83529846                                       2409659960.4995056835                -7202489.3621073041       -0.3268949485
            94                      58990008                                       1789391731.9138826936                -5085970.5299617413       -1.7012624231
            95                      95349706                                       2653429243.9067468580                -8227591.1389845449       13.2955092769
            96                      35433451                                       1088519719.6655540433                -3058480.7655466556       -1.7012624231
            97                      84085529                                       2438640557.7049109694                -7242724.5758397752       10.1470243793
            98                      37192200                                       1066332778.8883713965                -3208779.7559820687       10.8054822748
            99                      35223321                                       1046691804.9353300618                -3036191.5186358982       -0.3268949485
           100                      57199665                                       1585474074.2291877043                -4930065.6614152314       -0.3268949485
           101                      45608284                                       1277918108.9826213594                -3929323.1879735258       -1.3864492001
           102                      28638857                                        851294692.4458387417                -2463457.3094658090       -1.7012624231
